stock_code,trading_day,buy_price, profit_yield
000014.SZ,2018-04-02,11.92
002699.SZ,2018-07-25,18.28
002828.SZ,2018-05-08,14.0529
002828.SZ,2018-05-11,14.9176
002881.SZ,2018-05-02,19.0882
300561.SZ,2018-04-16,21.8498
300630.SZ,2018-03-30,51.6267
300633.SZ,2018-04-03,31.01
300686.SZ,2018-04-16,15.65
300705.SZ,2018-03-26,15.105
300705.SZ,2018-03-28,18.215
300735.SZ,2018-05-30,21.98
600536.SH,2018-04-03,16.744
603336.SH,2018-03-29,19.9154
603520.SH,2018-06-06,28.6
