,time,code,OPEN,HIGH,LOW,CLOSE,PCT_CHG,VOLUME,AMT,FREE_TURN,rsi,close_deviation,min_volume,is_min
222325,2013-05-24,002345.SZ,11.38,11.97,11.38,11.97,5.27704,4789660.0,56425500.0,1.33696,16.4891485528,-0.404758944777,481509.0,False
222995,2013-05-24,300314.SZ,17.7,18.65,17.7,18.56,5.6346,7416690.0,135968000.0,17.2481,17.1498854933,-0.42959878298,721716.0,False
224770,2013-05-27,002327.SZ,17.46,18.71,17.46,18.45,5.73066,6508490.0,119057000.0,8.02183,18.202450983,-0.383438043042,353607.0,False
225406,2013-05-27,300262.SZ,14.38,15.68,14.38,15.26,4.66392,25203100.0,381595000.0,19.9625,14.4728539018,-0.423541855545,1237450.0,False
227547,2013-05-28,002642.SZ,10.31,10.31,10.31,10.31,10.032,310901.0,3205390.0,0.370385,18.0387250674,-0.236352862751,310901.0,True
228717,2013-05-28,600886.SH,3.94,4.11,3.9,4.09,4.07125,69558400.0,279112000.0,1.16029,17.1920035463,-0.290915395284,9444030.0,False
228911,2013-05-29,000008.SZ,7.13,7.55,7.06,7.47,4.32961,5188170.0,38025900.0,3.52203,11.7195473665,-0.426201175251,564108.0,False
229893,2013-05-29,002524.SZ,7.25,7.89,6.98,7.82,5.39084,21934100.0,166843000.0,9.39843,18.4072148198,-0.353184449959,4500380.0,False
235242,2013-05-31,300246.SZ,13.5,14.74,13.25,14.74,10.0,11499500.0,161576000.0,21.3855,15.5214895874,-0.397555891609,1076480.0,False
237267,2013-06-03,002509.SZ,10.68,11.26,10.4,10.86,4.52358,16195500.0,175691000.0,10.7184,12.2925241732,-0.434992976432,3097720.0,False
242028,2013-06-05,002344.SZ,19.81,20.63,19.28,20.5,4.43199,5889330.0,116758000.0,0.581694,14.3190654132,-0.448554135844,1232400.0,False
243956,2013-06-06,000723.SZ,6.68,7.14,6.51,6.75,4.00616,21626300.0,148797000.0,11.0981,7.18633189547,-0.473868817959,3444970.0,False
244952,2013-06-06,300104.SZ,20.74,23.07,20.74,22.47,7.102,28992800.0,646653000.0,9.40485,15.2135331288,-0.457495352375,5576420.0,False
247655,2013-06-07,300344.SZ,9.25,9.96,9.07,9.48,4.63576,3592580.0,34371200.0,8.935,12.101149448,-0.36903058338,724547.0,False
251345,2013-06-14,000723.SZ,5.66,6.12,5.65,6.05,6.89046,11255800.0,67011800.0,5.77621,12.5476966334,-0.492619926199,3444970.0,False
252079,2013-06-14,002544.SZ,7.86,8.4,7.68,8.3,6.00255,10061600.0,82330600.0,4.86836,15.0609469524,-0.500481463649,4344700.0,False
252108,2013-06-14,002573.SZ,15.69,16.29,15.28,16.23,4.44015,14809200.0,235153000.0,5.62186,18.0334204787,-0.397796000148,3366650.0,False
252190,2013-06-14,002655.SZ,9.33,10.23,9.1,10.1,8.60215,24075400.0,240362000.0,18.0909,17.4159822727,-0.435706902813,3393200.0,False
252425,2013-06-14,300188.SZ,13.53,14.98,13.29,14.88,9.2511,2928080.0,42445900.0,5.42236,16.5827324745,-0.462844972294,888528.0,False
252527,2013-06-14,300290.SZ,10.54,11.14,10.38,11.05,4.24528,4068480.0,43952500.0,8.12972,12.5437104685,-0.487607521272,1344360.0,False
252936,2013-06-14,600406.SH,14.85,15.66,14.83,15.42,4.04858,16907800.0,259822000.0,0.766532,18.5777094269,-0.281989197243,8369080.0,False
254594,2013-06-17,002596.SZ,10.75,11.85,10.12,11.82,9.44444,12251000.0,135078000.0,11.9776,19.4314327688,-0.342438318823,2897220.0,False
255397,2013-06-17,600403.SH,11.0,12.05,11.0,11.88,6.07143,7044560.0,82253200.0,5.52658,5.63295090923,-0.477916941332,1338230.0,False
257453,2013-06-18,300290.SZ,11.18,11.8,10.9,11.7,4.65116,5916820.0,66943100.0,11.8231,18.3573410307,-0.435273675065,1344360.0,False
257456,2013-06-18,300293.SZ,14.7,15.89,14.3,15.57,5.27383,6358780.0,97268700.0,14.1306,11.5648092353,-0.481596164411,973889.0,False
259516,2013-06-19,002592.SZ,8.27,8.88,8.1,8.88,8.0292,2965400.0,25395700.0,4.89329,16.0092395241,-0.39825167717,582231.0,False
259813,2013-06-19,300187.SZ,23.31,25.16,23.05,24.77,4.42664,8590440.0,210144000.0,15.4366,19.0151391223,-0.246620131697,1487040.0,False
259951,2013-06-19,300325.SZ,8.95,9.75,8.9,9.75,10.0451,5791490.0,55391300.0,6.13526,14.9138638202,-0.461801722234,854691.0,False
269802,2013-06-25,300324.SZ,15.5,17.4,15.5,17.4,9.98736,2296500.0,38215900.0,7.00044,13.4320719734,-0.521076751579,286482.0,False
269822,2013-06-25,300344.SZ,7.59,8.04,6.93,8.01,4.02597,2637290.0,19912500.0,6.55912,19.7072499591,-0.323822387304,724547.0,False
270019,2013-06-25,600221.SH,1.91,2.1,1.88,2.06,7.8534,79902800.0,160521000.0,1.01388,19.3394619953,-0.426902211712,16113400.0,False
271616,2013-06-26,002376.SZ,8.65,9.18,8.45,9.08,5.82751,7710680.0,68820300.0,1.72454,17.2831607171,-0.41928882067,1316830.0,False
271669,2013-06-26,002429.SZ,7.61,7.94,7.33,7.94,4.06291,11526400.0,88287700.0,1.0982,11.9106186741,-0.39589911363,4026880.0,False
271715,2013-06-26,002475.SZ,21.2,22.3,20.97,22.2,5.91603,3207370.0,69530900.0,2.32469,19.6075039226,-0.305642437132,796065.0,False
271896,2013-06-26,002657.SZ,17.93,18.86,17.81,18.85,4.66408,1469740.0,27069900.0,3.13292,19.2157579233,-0.294813041282,453320.0,False
271974,2013-06-26,300032.SZ,15.0,16.3,15.0,16.15,5.55556,2187910.0,34569100.0,0.826737,11.7732559386,-0.477895417441,461701.0,False
272132,2013-06-26,300191.SZ,7.65,8.2,7.54,8.17,6.93717,6562900.0,51882100.0,7.91283,14.849626381,-0.493018926466,1551280.0,False
272234,2013-06-26,300293.SZ,13.22,13.86,13.06,13.76,4.00605,3708110.0,50329700.0,8.24025,18.5650691921,-0.447877377418,973889.0,False
272246,2013-06-26,300305.SZ,12.0,12.45,11.67,12.45,4.09699,910247.0,11022200.0,2.52846,15.7941518196,-0.383983572895,350002.0,False
272513,2013-06-26,600256.SH,12.22,12.81,12.11,12.7,4.09836,47340800.0,590271000.0,1.53646,14.540700854,-0.337454678248,9663290.0,False
273161,2013-06-26,601519.SH,3.5,3.78,3.4,3.65,4.88506,10415200.0,37572300.0,1.59867,19.7518465613,-0.276296222861,3811580.0,False
275855,2013-06-28,000562.SZ,8.03,8.97,7.96,8.79,7.72059,89807700.0,771889000.0,3.07315,15.0361421876,-0.509445545107,17340300.0,False
276900,2013-06-28,300032.SZ,15.51,17.43,15.51,16.98,6.79245,3107990.0,51564800.0,1.17441,18.5070084855,-0.420764468096,461701.0,False
278682,2013-07-01,002052.SZ,7.13,7.49,7.1,7.49,5.94059,18185800.0,132615000.0,3.5055,15.2877321668,-0.521115053867,7388440.0,False
280460,2013-07-01,600967.SH,10.13,11.24,10.1,11.24,9.98043,7424310.0,80776000.0,2.1429,17.0246801163,-0.489554950045,1785590.0,False
281004,2013-07-02,000887.SZ,6.45,6.84,6.41,6.83,6.0559,11209700.0,74647700.0,1.04628,14.9294765237,-0.442835583473,2726070.0,False
281766,2013-07-02,002675.SZ,14.73,15.86,14.73,15.44,4.04313,2823140.0,43595300.0,3.52056,16.4647247768,-0.358204302193,556265.0,False
281775,2013-07-02,002684.SZ,14.95,16.16,14.65,15.95,6.54643,4320150.0,66951700.0,8.97656,15.3831000599,-0.469782594242,428365.0,False
286499,2013-07-04,002481.SZ,10.89,11.65,10.88,11.45,5.23897,4006510.0,45549400.0,1.92539,6.60988200515,-0.466710137165,496965.0,False
294086,2013-07-09,002678.SZ,6.05,6.45,6.05,6.36,5.47264,5113280.0,32048100.0,3.39505,12.1661930341,-0.481387858279,1043720.0,False
294796,2013-07-09,600390.SH,8.73,9.46,8.7,8.96,4.18605,11512200.0,104161000.0,7.19288,15.1225817461,-0.481346415444,6255980.0,False
296288,2013-07-10,002415.SZ,18.31,19.2,18.0,19.0,4.51045,15031100.0,281269000.0,0.510934,7.61539252447,-0.474332194386,4220240.0,False
296530,2013-07-10,002658.SZ,15.18,16.35,15.15,16.3,7.16634,6626760.0,104306000.0,9.63753,17.6636537594,-0.452110048571,1742300.0,False
296731,2013-07-10,300157.SZ,17.0,18.8,17.0,18.53,6.18911,6396360.0,116430000.0,3.03319,18.6433922181,-0.404438587751,806119.0,False
296897,2013-07-10,300323.SZ,6.58,6.87,6.58,6.85,4.10334,3204870.0,21599000.0,2.46846,18.7569274215,-0.372106879325,1812410.0,False
298027,2013-07-11,000563.SZ,8.5,9.27,8.25,8.8,4.2654,95928200.0,833890000.0,12.7455,16.4731550571,-0.47619047619,11875300.0,False
303680,2013-07-15,002415.SZ,19.9,20.65,19.7,20.6,4.51547,27019000.0,549327000.0,0.918423,17.2496896351,-0.382799274939,4220240.0,False
303791,2013-07-15,002527.SZ,10.61,11.18,10.6,11.03,5.04762,10455500.0,114677000.0,6.53286,19.9663872495,-0.362759258189,3478280.0,False
304097,2013-07-15,300131.SZ,7.8,7.8,7.42,7.8,10.0141,8819280.0,68539600.0,8.82681,12.5869811425,-0.499983973845,360081.0,False
318703,2013-07-23,002660.SZ,10.25,11.33,10.2,11.33,10.0,18469100.0,202548000.0,16.2939,19.143870903,-0.44653412144,2805280.0,False
323418,2013-07-25,002448.SZ,12.61,13.97,12.61,13.93,9.68504,12849000.0,177133000.0,10.9643,19.3951485618,-0.413868551713,409268.0,False
336321,2013-08-01,300330.SZ,11.05,11.76,10.69,11.76,10.0094,5733560.0,65503000.0,7.29431,19.7435823473,-0.208214105369,684926.0,False
48267,2013-09-18,300285.SZ,26.2,27.25,25.22,27.22,4.17145,1831980.0,47862600.0,5.87175,9.10308737852,-0.503212147759,435330.0,False
49970,2013-09-23,002224.SZ,11.0,11.9,10.89,11.8,7.37034,2420990.0,27502800.0,3.18379,17.5213312374,-0.266739164207,257880.0,False
55966,2013-09-25,600280.SH,15.59,17.08,15.59,17.08,9.98068,11637100.0,191291000.0,4.05356,18.5952136243,-0.368903340231,1958190.0,False
57580,2013-09-26,002444.SZ,7.4,7.95,7.4,7.79,5.27027,13146300.0,101963000.0,1.57118,19.0116240002,-0.361265988849,1842340.0,False
67684,2013-10-09,002697.SZ,8.08,8.89,8.01,8.89,10.0248,7768250.0,67188600.0,5.0445,16.3264616757,-0.439929439929,1747560.0,False
68200,2013-10-09,600187.SH,4.89,5.12,4.82,5.03,4.35685,29706000.0,148617000.0,6.95323,7.37477284403,-0.553365299236,9839920.0,False
70797,2013-10-10,600340.SH,23.05,25.17,23.05,25.17,10.0087,6255700.0,152277000.0,1.7936,13.4726211628,-0.275850163991,1588790.0,False
72217,2013-10-11,002303.SZ,18.97,20.45,18.97,20.21,6.59283,3396440.0,67546500.0,1.88613,18.6858265109,-0.388039364118,711019.0,False
75589,2013-10-14,600187.SH,4.8,5.05,4.75,4.99,4.17537,50456400.0,248321000.0,4.7241,10.8599697227,-0.515039603479,9839920.0,False
80002,2013-10-16,002700.SZ,36.77,40.45,36.77,40.45,10.0082,3854920.0,149074000.0,8.3692,13.3638921521,-0.273116076804,527015.0,False
99447,2013-10-28,002440.SZ,13.79,14.25,13.76,14.2,4.79705,12521300.0,175138000.0,2.70616,19.6173995539,-0.392435392778,3162200.0,False
104236,2013-10-30,002303.SZ,16.18,17.55,16.01,17.22,5.19243,4865850.0,81850500.0,2.70214,19.7326659731,-0.435946149563,711019.0,False
105461,2013-10-30,600578.SH,4.03,4.39,4.01,4.26,6.5,45717700.0,193695000.0,2.97879,19.8496386504,-0.380408697549,2582940.0,False
115003,2013-11-05,600193.SH,6.42,7.1,6.42,7.1,10.0775,10989800.0,75273500.0,3.35865,13.7407183938,-0.184610967557,2437880.0,False
162774,2013-12-03,000612.SZ,5.4,5.68,5.39,5.66,4.04412,8969500.0,50171000.0,1.03778,18.2697716584,-0.371006278824,2584810.0,False
203706,2013-12-25,600228.SH,9.21,11.14,9.21,11.14,9.97038,103911000.0,1034770000.0,43.0592,15.9330683416,-0.496565437455,147300.0,False
312851,2014-03-05,300181.SZ,13.19,13.89,13.02,13.88,4.43943,23429300.0,318351000.0,10.4539,10.4403506648,-0.556811469259,6301380.0,False
315364,2014-03-06,300181.SZ,13.7,15.26,13.5,14.77,6.4121,36555000.0,527205000.0,16.3104,15.3917990418,-0.513336298786,6301380.0,False
367436,2014-04-04,002198.SZ,10.17,11.2,10.13,11.01,8.15324,12184200.0,132659000.0,3.74276,14.0653670565,-0.457394904145,1206070.0,False
368219,2014-04-04,300263.SZ,14.3,15.14,14.11,15.09,4.06897,3569900.0,52850600.0,3.12061,9.52842784721,-0.520602344569,1444660.0,False
370242,2014-04-08,002492.SZ,9.14,9.59,9.04,9.5,4.16667,3281850.0,30797800.0,1.39357,9.4896018913,-0.433596661201,546533.0,False
372997,2014-04-09,300014.SZ,16.25,17.25,16.2,17.14,5.28256,19051800.0,319689000.0,6.15289,14.1216499772,-0.488151941827,2718710.0,False
48734,2014-05-09,002510.SZ,7.17,7.94,7.05,7.94,9.9723,19821400.0,150855000.0,6.45025,16.8143679037,-0.445782291558,3141610.0,False
51139,2014-05-12,002401.SZ,8.59,8.95,8.49,8.9,4.21546,2740570.0,23929600.0,0.923382,16.1401825697,-0.309649394974,778449.0,False
51212,2014-05-12,002474.SZ,6.15,6.46,6.15,6.46,5.90164,10539000.0,66319000.0,2.65832,13.5478130888,-0.471098739152,2732640.0,False
51224,2014-05-12,002486.SZ,3.16,3.25,3.14,3.25,4.16667,15080500.0,48407700.0,1.88388,17.1842243391,-0.399593571033,6390380.0,False
52010,2014-05-12,600206.SH,10.82,11.54,10.5,11.47,9.34223,5949120.0,67636700.0,2.73523,12.4885973575,-0.443379516172,648570.0,False
54337,2014-05-13,300368.SZ,18.65,20.37,18.34,20.37,9.9892,6194920.0,123332000.0,20.0159,13.8121329077,-0.42587373168,486850.0,False
56453,2014-05-14,002688.SZ,12.24,13.41,12.11,13.41,10.0082,13413300.0,177034000.0,12.4339,14.9077553345,-0.451331778569,417423.0,False
56580,2014-05-14,300095.SZ,6.85,7.25,6.84,7.15,4.37956,3202360.0,22660900.0,2.11992,9.89974628494,-0.485537487408,641798.0,False
56606,2014-05-14,300121.SZ,6.86,7.48,6.69,7.3,4.28571,16525000.0,118247000.0,12.5476,18.0736613185,-0.405924479167,1014910.0,False
56853,2014-05-14,300370.SZ,22.59,24.69,22.31,24.21,5.16942,4576020.0,108819000.0,17.0112,14.6741022184,-0.453535877932,367474.0,False
59340,2014-05-15,300341.SZ,9.75,10.39,9.72,9.95,4.51681,14493300.0,144354000.0,19.8902,13.3587052193,-0.43965759982,661452.0,False
59367,2014-05-15,300370.SZ,23.62,26.28,23.38,25.48,5.24577,6962500.0,175980000.0,25.8829,18.8835835296,-0.410096426546,367474.0,False
62228,2014-05-16,600396.SH,5.39,5.73,5.36,5.55,5.51331,36327100.0,202697000.0,10.6656,11.2617272987,-0.4584044889,9954120.0,False
64059,2014-05-19,300033.SZ,12.2,13.45,11.9,13.4,7.28583,8231950.0,104891000.0,6.32592,17.1740678621,-0.442027024214,1460430.0,False
64137,2014-05-19,300112.SZ,7.31,7.81,7.31,7.49,5.49296,11829100.0,90721600.0,9.33148,18.8791082932,-0.305870904963,1452250.0,False
66604,2014-05-20,300066.SZ,10.91,11.41,10.9,11.26,4.16281,1376310.0,15511300.0,0.808936,16.2520575118,-0.329901508614,249478.0,False
68771,2014-05-21,002439.SZ,15.0,15.82,15.0,15.75,5.42169,5861820.0,90981100.0,2.2469,19.5073196817,-0.399885692513,602025.0,False
69196,2014-05-21,300145.SZ,15.99,16.68,15.86,16.6,4.07523,1992550.0,32273000.0,1.30439,10.3423367296,-0.42479945945,133466.0,False
69869,2014-05-21,600536.SH,15.0,15.71,15.0,15.71,10.014,6251820.0,96794100.0,2.77004,16.3564324731,-0.423401600235,1412090.0,False
71376,2014-05-22,002532.SZ,10.65,10.65,9.93,10.08,4.13223,21992500.0,226747000.0,9.72504,8.13121305444,-0.455164585698,773140.0,False
71812,2014-05-22,300248.SZ,15.05,15.05,14.13,14.25,4.16667,3481790.0,50087500.0,6.37317,18.0244364849,-0.299272226593,457298.0,False
74056,2014-05-23,002699.SZ,16.03,16.97,15.98,16.93,4.89467,2396020.0,39528600.0,3.45198,17.4721675151,-0.444371512964,496800.0,False
74153,2014-05-23,300076.SZ,12.92,13.65,12.51,13.4,4.44271,13467600.0,178141000.0,7.86061,18.0310937315,-0.42500375464,1706240.0,False
74282,2014-05-23,300205.SZ,13.6,14.15,13.11,14.13,4.66667,15750500.0,215769000.0,3.75139,13.7953097864,-0.424639126983,2028520.0,False
74392,2014-05-23,300315.SZ,17.0,18.19,16.75,18.17,6.38173,25698500.0,451093000.0,4.78871,11.0579884952,-0.312016054221,7661180.0,False
74434,2014-05-23,300357.SZ,27.1,29.6,26.63,28.28,4.00883,7185720.0,204051000.0,17.7864,13.6894836706,-0.289089994972,628088.0,False
74489,2014-05-23,600048.SH,4.86,5.09,4.85,5.07,4.32099,144688000.0,725177000.0,1.35134,15.9961711938,-0.295001042898,22818700.0,False
76739,2014-05-26,300149.SZ,6.73,7.04,6.68,7.01,4.00593,5286180.0,36409400.0,2.98769,15.3340557659,-0.284365269767,1074930.0,False
77492,2014-05-26,600633.SH,13.2,14.13,12.96,13.89,6.19266,66044700.0,898960000.0,11.4125,18.84177738,-0.38047768783,5629620.0,False
77757,2014-05-26,600982.SH,5.02,5.46,5.02,5.39,6.52174,59165800.0,307021000.0,14.0871,15.8595069019,-0.518621059212,5820240.0,False
79082,2014-05-27,002700.SZ,17.35,18.89,17.33,18.51,7.0561,14986800.0,271848000.0,16.2685,18.5274764431,-0.405119634909,599051.0,False
81123,2014-05-28,002227.SZ,17.31,18.75,17.3,18.59,8.58645,9816140.0,178421000.0,4.52039,11.9761175888,-0.406648473532,453347.0,False
81688,2014-05-28,300075.SZ,26.82,28.35,26.55,28.15,4.76368,1899270.0,52594500.0,1.5617,16.898689857,-0.263146873282,206276.0,False
84455,2014-05-29,300331.SZ,26.89,29.57,26.89,28.31,5.31994,2953880.0,83882800.0,5.61555,13.0494860229,-0.264054071619,227649.0,False
85538,2014-05-30,000413.SZ,7.57,8.26,7.55,8.06,5.77428,37998000.0,304301000.0,1.88262,8.65348246791,-0.614787200994,5010140.0,False
85975,2014-05-30,002057.SZ,7.35,7.76,7.35,7.74,5.44959,5274400.0,40164700.0,2.79972,16.3238588892,-0.422237151495,584098.0,False
86145,2014-05-30,002227.SZ,17.96,18.96,17.68,18.85,5.01393,7272060.0,133997000.0,3.34883,17.0035264984,-0.371624774985,453347.0,False
89205,2014-06-03,300058.SZ,26.85,28.5,26.7,28.3,5.00928,8111390.0,226819000.0,1.54969,12.871383236,-0.438709229564,668988.0,False
94227,2014-06-05,300058.SZ,27.65,29.01,27.51,28.83,4.15462,8889040.0,253136000.0,1.69827,17.3221161128,-0.397063744353,668988.0,False
100602,2014-06-10,000413.SZ,7.9,8.48,7.9,8.3,4.01003,29111100.0,240291000.0,1.44231,16.833799609,-0.495026313388,5010140.0,False
101701,2014-06-10,300001.SZ,11.97,12.54,11.84,12.52,4.15973,3661140.0,45078100.0,0.94927,11.1252775467,-0.42245594612,492313.0,False
106287,2014-06-12,002286.SZ,6.84,7.21,6.81,7.14,4.23358,9748800.0,69037500.0,4.01697,11.18868149,-0.42998562989,1377130.0,False
108814,2014-06-13,002303.SZ,10.66,11.25,10.65,11.13,4.116,6625260.0,73281900.0,1.83959,11.4727810762,-0.429157584306,559241.0,False
109074,2014-06-13,002565.SZ,8.21,8.65,8.12,8.64,6.01227,18038100.0,152428000.0,4.92736,14.5123029907,-0.420212052074,2126910.0,False
109516,2014-06-13,300287.SZ,25.26,28.05,25.26,28.05,10.0,4076770.0,110981000.0,3.47862,13.4551194432,-0.407728040541,1065460.0,False
113613,2014-06-17,002081.SZ,12.08,12.84,12.05,12.69,4.70297,37210200.0,467181000.0,2.244,18.0436259814,-0.265625,2730920.0,False
122105,2014-06-20,300326.SZ,32.8,34.48,32.28,34.1,4.28135,1257370.0,42538600.0,2.50223,16.5422101725,-0.413968515845,420698.0,False
123621,2014-06-23,002049.SZ,22.26,23.28,22.04,23.01,4.35374,7986060.0,183093000.0,3.75366,17.998664314,-0.416493381346,1851450.0,False
124324,2014-06-23,300034.SZ,14.75,15.5,14.68,15.28,4.30034,5393670.0,82071400.0,1.69622,17.1033540135,-0.28343650347,1366400.0,False
124471,2014-06-23,300182.SZ,18.3,19.68,18.0,19.0,6.20458,8270680.0,154870000.0,3.66368,3.7618994799,-0.489576617236,292221.0,False
132772,2014-06-26,600687.SH,10.49,11.05,10.11,10.86,4.92754,2128260.0,22596100.0,1.67727,15.4826847881,-0.176867396824,880255.0,False
133731,2014-06-27,002116.SZ,9.88,10.84,9.7,10.7,8.62944,12819500.0,134179000.0,4.17344,11.5958882443,-0.255185855492,383058.0,False
135644,2014-06-27,603000.SH,38.5,41.5,38.0,40.52,6.57549,10606100.0,427333000.0,9.51029,7.44947162912,-0.457331119087,1526990.0,False
136811,2014-06-30,002686.SZ,9.48,10.2,9.46,9.89,4.98938,7616600.0,75032700.0,11.1992,12.278769249,-0.444350806225,432785.0,False
136997,2014-06-30,300151.SZ,12.59,13.88,12.26,13.88,9.98415,8346210.0,110379000.0,7.84965,18.6990676463,-0.398548369624,648958.0,False
137267,2014-06-30,600056.SH,10.11,10.75,10.08,10.63,5.14342,12384800.0,129879000.0,1.40027,19.2337047905,-0.359619265641,1446500.0,False
137786,2014-06-30,600675.SH,4.85,5.11,4.71,4.85,4.30108,35766100.0,176517000.0,1.91564,11.0812230034,-0.150464179366,4373200.0,False
142679,2014-07-02,600517.SH,10.24,10.78,10.24,10.67,4.30108,10473000.0,111098000.0,0.940403,19.9523469193,-0.309094441027,1600390.0,False
150893,2014-07-08,000531.SZ,6.3,6.73,6.27,6.73,9.96732,17686000.0,115430000.0,2.58159,14.55023687,-0.427745418987,551604.0,False
151608,2014-07-08,002377.SZ,5.8,6.08,5.7,6.07,4.29553,5171900.0,30441700.0,1.20839,12.9403219188,-0.442326243741,1130420.0,False
151691,2014-07-08,002460.SZ,18.3,19.39,17.88,19.34,4.65368,15382900.0,289152000.0,7.76484,18.0283658101,-0.372465037801,1867990.0,False
162182,2014-07-14,300155.SZ,12.2,12.98,11.9,12.67,4.62428,10684600.0,134578000.0,12.0259,9.98256518167,-0.417096061833,1626210.0,False
192122,2014-07-30,002591.SZ,7.16,7.59,7.09,7.59,5.85774,9561620.0,70156300.0,6.41116,14.4961454453,-0.419414059512,752507.0,False
200610,2014-08-04,600495.SH,9.75,10.6,9.75,10.6,9.95851,21432600.0,222759000.0,7.09128,12.8602231163,-0.263070077864,4977990.0,False
213650,2014-08-11,600988.SH,7.38,7.38,7.38,7.38,9.9851,95466.0,704539.0,0.0339729,4.89404801648,-0.465817379031,95466.0,True
215247,2014-08-12,300247.SZ,8.4,9.24,8.4,9.24,10.0,18166600.0,164265000.0,10.9673,17.0996995364,-0.401282965075,1532300.0,False
216181,2014-08-12,600988.SH,8.12,8.12,8.12,8.12,10.0271,376725.0,3059010.0,0.134063,15.3660912842,-0.398206477433,95466.0,False
222730,2014-08-15,300137.SZ,14.31,14.31,14.31,14.31,9.99231,3424150.0,48999600.0,1.2981,8.40070671464,-0.300415546321,2405100.0,False
225026,2014-08-18,002625.SZ,8.99,8.99,8.99,8.99,10.0367,1600940.0,14392500.0,2.53773,15.7307907545,-0.23090084695,813420.0,False
233770,2014-08-21,600787.SH,8.2,8.7,8.08,8.49,5.07426,60957000.0,516455000.0,7.2559,12.3735120902,-0.40854784214,3993540.0,False
250286,2014-09-01,002564.SZ,6.99,6.99,6.99,6.99,10.0787,124353.0,869228.0,0.0353702,13.2810411803,-0.426084814648,124353.0,True
250296,2014-09-01,002574.SZ,10.69,11.35,10.66,11.33,5.88785,18514900.0,206140000.0,3.50662,10.4636381725,-0.507434136162,4420830.0,False
253289,2014-09-02,300311.SZ,20.06,20.06,20.06,20.06,9.97807,93439.0,1874390.0,0.246411,12.4704499345,-0.291278771927,93439.0,True
255383,2014-09-03,002595.SZ,24.36,25.3,24.1,25.29,4.98132,6637620.0,164524000.0,2.95511,6.99116452379,-0.466596361719,704853.0,False
257916,2014-09-04,002595.SZ,25.38,26.81,25.38,26.7,5.57533,9150450.0,240631000.0,4.07383,12.5524121196,-0.424333239904,704853.0,False
268346,2014-09-11,300161.SZ,13.53,13.53,13.53,13.53,10.0,735790.0,9955240.0,0.478426,18.5698114046,-0.204492003763,500408.0,False
270698,2014-09-12,002697.SZ,7.6,8.31,7.5,8.31,10.0662,62062300.0,495829000.0,40.3016,15.2037860712,-0.367964709462,3071370.0,False
273147,2014-09-15,002605.SZ,16.99,18.19,16.98,18.19,9.97582,25502900.0,454985000.0,20.0352,10.6604304669,-0.410028541775,1684120.0,False
275688,2014-09-16,002605.SZ,19.35,19.87,18.86,19.44,6.87191,43782000.0,852297000.0,17.1977,17.6723310415,-0.356014178289,1684120.0,False
292306,2014-09-24,601377.SH,5.89,6.47,5.87,6.35,7.08263,284567000.0,1760660000.0,5.73872,19.141176336,-0.390038903031,24377500.0,False
292769,2014-09-25,000861.SZ,6.55,7.14,6.55,6.89,4.87062,27815800.0,191773000.0,6.9564,13.1522573066,-0.427835907657,2418400.0,False
293125,2014-09-25,002252.SZ,34.82,34.82,34.82,34.82,10.0158,308918.0,10756500.0,0.031548,5.94961757994,-0.454966659362,308918.0,True
295666,2014-09-26,002252.SZ,38.3,38.3,38.3,38.3,9.99426,784533.0,30047600.0,0.0801198,16.3929959896,-0.386719187843,308918.0,False
295758,2014-09-26,002345.SZ,9.01,9.46,8.85,9.38,4.22222,17405200.0,159610000.0,4.18333,7.08097269073,-0.455663881151,1686020.0,False
298773,2014-09-29,300096.SZ,14.85,16.13,14.67,15.58,6.27558,22710100.0,352604000.0,7.59518,16.8586013421,-0.486917719122,2826880.0,False
300496,2014-09-30,000998.SZ,15.07,15.07,15.07,15.07,10.0,367733.0,5541740.0,0.0442393,6.6895685152,-0.420050028863,367733.0,True
303040,2014-10-08,000998.SZ,16.58,16.58,16.58,16.58,10.0199,318913.0,5287580.0,0.0383661,17.5250117596,-0.349650898251,318913.0,True
304072,2014-10-08,300308.SZ,9.58,10.49,9.46,10.49,9.95807,10827300.0,108296000.0,17.3036,12.9946883271,-0.341597363879,1701870.0,False
306736,2014-10-09,600039.SH,4.7,5.08,4.68,5.08,9.95671,76464300.0,376830000.0,13.9737,13.0381660278,-0.387656702025,15476800.0,False
307298,2014-10-09,600711.SH,7.12,7.84,7.08,7.84,9.95792,207655000.0,1589900000.0,25.9458,19.0798153806,-0.494324045408,24510300.0,False
339856,2014-10-28,300342.SZ,15.42,15.98,15.42,15.98,4.64964,3891300.0,61598500.0,5.85158,18.2622262342,-0.404509036706,970542.0,False
340000,2014-10-28,600109.SH,11.52,12.0,11.47,11.92,4.1958,84389200.0,990138000.0,3.26061,10.5142889204,-0.461693047621,27564600.0,False
344197,2014-10-30,002296.SZ,20.55,20.55,20.41,20.55,10.0107,30711800.0,631120000.0,16.7375,9.47596071941,-0.339854478871,1725850.0,False
75746,2014-12-31,002634.SZ,15.0,16.26,15.0,16.2,4.2471,1908050.0,29796900.0,3.4206,14.1392348547,-0.221434578878,706318.0,False
179694,2015-03-06,002337.SZ,12.17,13.39,12.17,13.39,10.0247,89486700.0,1167750000.0,47.9481,15.6062421708,-0.580507213459,4085560.0,False
182328,2015-03-09,002337.SZ,13.77,14.73,13.7,14.13,5.52651,139092000.0,1994450000.0,24.8423,17.9178315787,-0.543427685149,4085560.0,False
