file_name, open_change, latest_price, open_price
10001318_SH_2018-10-11_2018-10-11.csv,-10.355987055,0.0277,0.0309
10001457_SH_2018-10-11_2018-10-11.csv,2.4925224327,0.1028,0.1003
10001417_SH_2018-10-11_2018-10-11.csv,-12.68,0.2183,0.25
10001320_SH_2018-10-11_2018-10-11.csv,-2.85714285714,0.017,0.0175
10001486_SH_2018-10-11_2018-10-11.csv,2.69970414201,0.2777,0.2704
10001431_SH_2018-10-11_2018-10-11.csv,7.11610486891,0.2288,0.2136
10001332_SH_2018-10-11_2018-10-11.csv,5.71428571429,0.0888,0.084
10001360_SH_2018-10-11_2018-10-11.csv,8.19165378671,0.07,0.0647
10001468_SH_2018-10-11_2018-10-11.csv,8.09782608696,0.3978,0.368
10001472_SH_2018-10-11_2018-10-11.csv,-8.11764705882,0.0781,0.085
10001383_SH_2018-10-11_2018-10-11.csv,-3.82494831151,0.2791,0.2902
10001447_SH_2018-10-11_2018-10-11.csv,-8.75273522976,0.0417,0.0457
10001384_SH_2018-10-11_2018-10-11.csv,6.96517412935,0.0215,0.0201
10001317_SH_2018-10-11_2018-10-11.csv,-12.2916666667,0.0421,0.048
10001477_SH_2018-10-11_2018-10-11.csv,-13.0718954248,0.0133,0.0153
10001333_SH_2018-10-11_2018-10-11.csv,3.44827586207,0.009,0.0087
10001424_SH_2018-10-11_2018-10-11.csv,-6.45604395604,0.0681,0.0728
10001476_SH_2018-10-11_2018-10-11.csv,-7.14285714286,0.0195,0.021
10001437_SH_2018-10-11_2018-10-11.csv,-4.61909686315,0.2767,0.2901
10001323_SH_2018-10-11_2018-10-11.csv,22.7819548872,0.1633,0.133
10001440_SH_2018-10-11_2018-10-11.csv,14.8979591837,0.0563,0.049
10001316_SH_2018-10-11_2018-10-11.csv,3.18352059925,0.0551,0.0534
10001321_SH_2018-10-11_2018-10-11.csv,-16.6666666667,0.011,0.0132
10001327_SH_2018-10-11_2018-10-11.csv,2.98013245033,0.2799,0.2718
10001453_SH_2018-10-11_2018-10-11.csv,54.3689320388,0.0159,0.0103
10001322_SH_2018-10-11_2018-10-11.csv,27.9199110122,0.115,0.0899
10001434_SH_2018-10-11_2018-10-11.csv,7.01926216128,0.3278,0.3063
10001328_SH_2018-10-11_2018-10-11.csv,2.1711366539,0.32,0.3132
10001421_SH_2018-10-11_2018-10-11.csv,-8.73397435897,0.1139,0.1248
10001471_SH_2018-10-11_2018-10-11.csv,-4.90633363069,0.1066,0.1121
10001492_SH_2018-10-12_2018-10-12.csv,-12.134502924,0.0601,0.0684
10001491_SH_2018-10-12_2018-10-12.csv,-10.5367793241,0.045,0.0503
10001424_SH_2018-10-12_2018-10-12.csv,12.737920937,0.077,0.0683
10001454_SH_2018-10-12_2018-10-12.csv,-4.94186046512,0.0327,0.0344
10001480_SH_2018-10-12_2018-10-12.csv,-7.096069869,0.0851,0.0916
10001319_SH_2018-10-12_2018-10-12.csv,3.16742081448,0.0228,0.0221
10001489_SH_2018-10-12_2018-10-12.csv,2.87206266319,0.1576,0.1532
10001475_SH_2018-10-12_2018-10-12.csv,-10.625,0.0286,0.032
10001425_SH_2018-10-12_2018-10-12.csv,10.9734513274,0.0627,0.0565
10001471_SH_2018-10-12_2018-10-12.csv,8.14432989691,0.1049,0.097
10001331_SH_2018-10-12_2018-10-12.csv,3.62438220758,0.1258,0.1214
10001485_SH_2018-10-12_2018-10-12.csv,-4.7354790973,0.2575,0.2703
10001458_SH_2018-10-12_2018-10-12.csv,-7.98065296252,0.1522,0.1654
10001316_SH_2018-10-12_2018-10-12.csv,7.1129707113,0.0512,0.0478
10001431_SH_2018-10-12_2018-10-12.csv,-2.42868157286,0.2531,0.2594
10001384_SH_2018-10-12_2018-10-12.csv,-17.0157068063,0.0317,0.0382
10001377_SH_2018-10-12_2018-10-12.csv,2.57826887661,0.2228,0.2172
10001456_SH_2018-10-12_2018-10-12.csv,-4.60606060606,0.0787,0.0825
10001482_SH_2018-10-12_2018-10-12.csv,-3.44370860927,0.1458,0.151
10001457_SH_2018-10-12_2018-10-12.csv,-2.58397932817,0.1131,0.1161
10001469_SH_2018-10-12_2018-10-12.csv,5.27426160338,0.0499,0.0474
10001448_SH_2018-10-12_2018-10-12.csv,5.99078341014,0.023,0.0217
10001360_SH_2018-10-12_2018-10-12.csv,-3.45622119816,0.0838,0.0868
10001443_SH_2018-10-12_2018-10-12.csv,5.97302504817,0.165,0.1557
10001423_SH_2018-10-12_2018-10-12.csv,5.30120481928,0.0874,0.083
10001421_SH_2018-10-12_2018-10-12.csv,8.39100346021,0.1253,0.1156
10001496_SH_2018-10-12_2018-10-12.csv,-3.14285714286,0.0339,0.035
10001436_SH_2018-10-12_2018-10-12.csv,-6.73339399454,0.1025,0.1099
10001444_SH_2018-10-12_2018-10-12.csv,6.41025641026,0.1245,0.117
10001321_SH_2018-10-12_2018-10-12.csv,4.5045045045,0.0116,0.0111
10001317_SH_2018-10-12_2018-10-12.csv,8.10810810811,0.04,0.037
10001442_SH_2018-10-12_2018-10-12.csv,-5.21327014218,0.06,0.0633
10001446_SH_2018-10-12_2018-10-12.csv,3.27586206897,0.0599,0.058
10001479_SH_2018-10-12_2018-10-12.csv,-5.0,0.0057,0.006
10001453_SH_2018-10-12_2018-10-12.csv,-10.0502512563,0.0179,0.0199
10001322_SH_2018-10-12_2018-10-12.csv,-4.02985074627,0.1286,0.134
10001463_SH_2018-10-12_2018-10-12.csv,7.4812967581,0.2155,0.2005
10001438_SH_2018-10-12_2018-10-12.csv,-4.33789954338,0.0838,0.0876
10001315_SH_2018-10-12_2018-10-12.csv,10.447761194,0.0666,0.0603
10001464_SH_2018-10-12_2018-10-12.csv,-23.4375,0.0049,0.0064
10001412_SH_2018-10-12_2018-10-12.csv,-4.296875,0.0245,0.0256
10001378_SH_2018-10-12_2018-10-12.csv,-5.61797752809,0.0504,0.0534
10001495_SH_2018-10-12_2018-10-12.csv,-2.15517241379,0.0227,0.0232
10001483_SH_2018-10-12_2018-10-12.csv,-6.47751605996,0.1747,0.1868
10001484_SH_2018-10-12_2018-10-12.csv,-2.74579273694,0.2196,0.2258
10001473_SH_2018-10-12_2018-10-12.csv,4.10714285714,0.0583,0.056
10001313_SH_2018-10-12_2018-10-12.csv,6.83673469388,0.1047,0.098
10001418_SH_2018-10-12_2018-10-12.csv,5.52455357143,0.1891,0.1792
10001481_SH_2018-10-12_2018-10-12.csv,-14.9746192893,0.1005,0.1182
10001450_SH_2018-10-12_2018-10-12.csv,4.1095890411,0.0076,0.0073
10001325_SH_2018-10-12_2018-10-12.csv,-3.03292894281,0.2238,0.2308
10001333_SH_2018-10-12_2018-10-12.csv,15.5555555556,0.0104,0.009
10001370_SH_2018-10-12_2018-10-12.csv,-7.60059612519,0.062,0.0671
10001452_SH_2018-10-12_2018-10-12.csv,-5.82524271845,0.0097,0.0103
10001324_SH_2018-10-12_2018-10-12.csv,-6.60749506903,0.1894,0.2028
10001323_SH_2018-10-12_2018-10-12.csv,-4.90496627836,0.1551,0.1631
10001332_SH_2018-10-12_2018-10-12.csv,-3.88170055453,0.104,0.1082
10001422_SH_2018-10-12_2018-10-12.csv,15.494393476,0.1133,0.0981
10001449_SH_2018-10-12_2018-10-12.csv,11.7647058824,0.0133,0.0119
10001447_SH_2018-10-15_2018-10-15.csv,-4.98084291188,0.0496,0.0522
10001454_SH_2018-10-15_2018-10-15.csv,10.0,0.0165,0.015
10001455_SH_2018-10-15_2018-10-15.csv,3.44827586207,0.03,0.029
10001453_SH_2018-10-15_2018-10-15.csv,12.987012987,0.0087,0.0077
10001451_SH_2018-10-15_2018-10-15.csv,3.92156862745,0.0053,0.0051
10001326_SH_2018-10-15_2018-10-15.csv,7.77105630526,0.2316,0.2149
10001458_SH_2018-10-15_2018-10-15.csv,2.56849315068,0.1198,0.1168
10001478_SH_2018-10-15_2018-10-15.csv,3.00751879699,0.0137,0.0133
10001457_SH_2018-10-15_2018-10-15.csv,11.2,0.0834,0.075
10001476_SH_2018-10-15_2018-10-15.csv,-8.0,0.0276,0.03
10001452_SH_2018-10-15_2018-10-15.csv,-64.4444444444,0.0016,0.0045
10001317_SH_2018-10-15_2018-10-15.csv,-6.4,0.0468,0.05
10001474_SH_2018-10-15_2018-10-15.csv,-2.12389380531,0.0553,0.0565
10001450_SH_2018-10-15_2018-10-15.csv,-12.037037037,0.0095,0.0108
10001333_SH_2018-10-15_2018-10-15.csv,-3.6496350365,0.0132,0.0137
10001477_SH_2018-10-15_2018-10-15.csv,-2.5,0.0195,0.02
10001449_SH_2018-10-15_2018-10-15.csv,-3.37078651685,0.0172,0.0178
10001445_SH_2018-10-15_2018-10-15.csv,-2.65638389032,0.1136,0.1167
10001496_SH_2018-10-15_2018-10-15.csv,-6.92640692641,0.0215,0.0231
10001412_SH_2018-10-15_2018-10-15.csv,-3.31491712707,0.0175,0.0181
10001475_SH_2018-10-15_2018-10-15.csv,4.96277915633,0.0423,0.0403
10001456_SH_2018-10-15_2018-10-15.csv,10.3519668737,0.0533,0.0483
10001446_SH_2018-10-15_2018-10-15.csv,-5.46780072904,0.0778,0.0823
10001472_SH_2018-10-15_2018-10-15.csv,9.34182590234,0.103,0.0942
10001461_SH_2018-10-15_2018-10-15.csv,7.14285714286,0.003,0.0028
10001319_SH_2018-10-16_2018-10-16.csv,7.31707317073,0.0264,0.0246
10001451_SH_2018-10-16_2018-10-16.csv,-2.94117647059,0.0033,0.0034
10001495_SH_2018-10-16_2018-10-16.csv,-10.582010582,0.0169,0.0189
10001492_SH_2018-10-16_2018-10-16.csv,-6.14035087719,0.0535,0.057
10001476_SH_2018-10-16_2018-10-16.csv,3.0701754386,0.0235,0.0228
10001457_SH_2018-10-16_2018-10-16.csv,-6.67340748231,0.0923,0.0989
10001461_SH_2018-10-16_2018-10-16.csv,33.3333333333,0.0024,0.0018
10001490_SH_2018-10-16_2018-10-16.csv,6.60856935367,0.1468,0.1377
10001460_SH_2018-10-16_2018-10-16.csv,-3.50654837347,0.2284,0.2367
10001479_SH_2018-10-16_2018-10-16.csv,29.5081967213,0.0079,0.0061
10001448_SH_2018-10-16_2018-10-16.csv,5.66037735849,0.0224,0.0212
10001458_SH_2018-10-16_2018-10-16.csv,-5.02121640736,0.1343,0.1414
10001496_SH_2018-10-16_2018-10-16.csv,-51.2195121951,0.014,0.0287
10001489_SH_2018-10-16_2018-10-16.csv,3.52941176471,0.176,0.17
10001493_SH_2018-10-16_2018-10-16.csv,3.28068043742,0.255,0.2469
10001463_SH_2018-10-16_2018-10-16.csv,4.40308669995,0.23,0.2203
10001475_SH_2018-10-16_2018-10-16.csv,7.14285714286,0.0345,0.0322
10001471_SH_2018-10-16_2018-10-16.csv,5.06912442396,0.114,0.1085
10001472_SH_2018-10-16_2018-10-16.csv,5.85365853659,0.0868,0.082
10001318_SH_2018-10-16_2018-10-16.csv,5.29595015576,0.0338,0.0321
10001453_SH_2018-10-16_2018-10-16.csv,-14.0,0.0086,0.01
10001450_SH_2018-10-16_2018-10-16.csv,8.33333333333,0.0065,0.006
10001483_SH_2018-10-16_2018-10-16.csv,-3.06490384615,0.1613,0.1664
10001473_SH_2018-10-16_2018-10-16.csv,4.34083601286,0.0649,0.0622
10001443_SH_2018-10-16_2018-10-16.csv,5.31177829099,0.1824,0.1732
10001446_SH_2018-10-16_2018-10-16.csv,2.43506493506,0.0631,0.0616
10001481_SH_2018-10-16_2018-10-16.csv,-3.01556420233,0.0997,0.1028
10001320_SH_2018-10-16_2018-10-16.csv,6.3829787234,0.02,0.0188
10001482_SH_2018-10-16_2018-10-16.csv,-10.3579588728,0.1177,0.1313
10001454_SH_2018-10-16_2018-10-16.csv,-4.4776119403,0.0192,0.0201
10001317_SH_2018-10-16_2018-10-16.csv,30.2663438257,0.0538,0.0413
10001474_SH_2018-10-16_2018-10-16.csv,4.46428571429,0.0468,0.0448
10001452_SH_2018-10-16_2018-10-16.csv,-24.4897959184,0.0037,0.0049
10001480_SH_2018-10-16_2018-10-16.csv,-6.46830530401,0.0723,0.0773
10001459_SH_2018-10-16_2018-10-16.csv,-2.88153681964,0.182,0.1874
10001444_SH_2018-10-16_2018-10-16.csv,2.37003058104,0.1339,0.1308
10001378_SH_2018-10-16_2018-10-16.csv,-6.01851851852,0.0406,0.0432
10001423_SH_2018-10-17_2018-10-17.csv,5.62814070352,0.1051,0.0995
10001474_SH_2018-10-17_2018-10-17.csv,3.20754716981,0.0547,0.053
10001465_SH_2018-10-17_2018-10-17.csv,-22.2222222222,0.0007,0.0009
10001481_SH_2018-10-17_2018-10-17.csv,-3.75,0.077,0.08
