,2015,2016,2017
11060930,-9.0,,
11061000,-10.0,,
11061030,-11.0,,
11061100,-8.0,,
11061130,-9.0,,
11061330,-9.0,,
11061400,-7.0,,
11061430,-9.0,,
11061500,-10.0,,
11062100,-8.0,,
11062130,-7.0,,
11062200,-9.0,,
11062230,-9.0,,
11062300,-7.0,,
11062330,-7.0,,
11070900,,54.0,
11070930,,50.0,
11071000,,50.0,
11071030,,52.0,
11071100,,53.0,
11071130,,49.0,
11071330,,49.0,
11071400,,42.0,
11071430,,51.0,
11071500,,47.0,
11072100,,42.0,
11072130,,48.0,
11072200,,49.0,
11072230,,39.0,
11072300,,51.0,
11080900,,51.0,
11080930,,48.0,
11081000,,47.0,
11081030,,43.0,
11081100,,45.0,
11081130,,42.0,
11081330,,38.0,
11081400,,36.0,
11081430,,41.0,
11081500,,45.0,
11082100,,45.0,
11082130,,50.0,
11082200,,50.0,
11082230,,52.0,
11082300,,51.0,
11090000,-11.0,,
11090030,-13.0,,
11090100,-12.0,,
11090900,-8.0,35.0,
11090930,-12.0,38.0,
11091000,-13.0,42.0,
11091030,-12.0,39.0,
11091100,-15.0,47.0,
11091130,-13.0,52.0,
11091330,-14.0,55.0,
11091400,-15.0,49.0,
11091430,-14.0,56.0,
11091500,-13.0,51.0,
11092100,-9.0,39.0,
11092130,-10.0,40.0,
11092200,-11.0,39.0,
11092230,-11.0,37.0,
11092300,-12.0,41.0,
11092330,-12.0,,
11100000,-15.0,,
11100030,-16.0,,
11100100,-15.0,,
11100900,-15.0,48.0,
11100930,-14.0,41.0,
11101000,-14.0,45.0,
11101030,-13.0,46.0,
11101100,-12.0,43.0,
11101130,-14.0,43.0,
11101330,-14.0,42.0,
11101400,-15.0,46.0,
11101430,-14.0,42.0,
11101500,-16.0,37.0,
11102100,-11.0,51.0,
11102130,-12.0,51.0,
11102200,-12.0,50.0,
11102230,-14.0,52.0,
11102300,-15.0,50.0,
11102330,-15.0,,
11110000,-17.0,,
11110030,-20.0,,
11110100,-20.0,,
11110900,-20.0,36.0,
11110930,-20.0,26.0,
11111000,-18.0,15.0,
11111030,-21.0,18.0,
11111100,-19.0,25.0,
11111130,-19.0,27.0,
11111330,-19.0,31.0,
11111400,-19.0,30.0,
11111430,-18.0,40.0,
11111500,-18.0,42.0,
11112100,-16.0,30.0,
11112130,-16.0,33.0,
11112200,-18.0,32.0,
11112230,-18.0,30.0,
11112300,-20.0,28.0,
11112330,-19.0,,
11120000,-21.0,,
11120030,-21.0,,
11120100,-22.0,,
11120900,-22.0,,
11120930,-22.0,,
11121000,-24.0,,
11121030,-24.0,,
11121100,-20.0,,
11121130,-19.0,,
11121330,-20.0,,
11121400,-14.0,,
11121430,-15.0,,
11121500,-14.0,,
11122100,-17.0,,
11122130,-16.0,,
11122200,-18.0,,
11122230,-19.0,,
11122300,-20.0,,
11122330,-21.0,,
11130000,-20.0,,
11130030,-20.0,,
11130100,-22.0,,
11130900,-21.0,,
11130930,-17.0,,
11131000,-15.0,,
11131030,-15.0,,
11131100,-12.0,,
11131130,-15.0,,
11131330,-15.0,,
11131400,-14.0,,
11131430,-12.0,,
11131500,-11.0,,
11132100,-15.0,,
11132130,-17.0,,
11132200,-17.0,,
11132230,-18.0,,
11132300,-20.0,,
11132330,-20.0,,
11140900,,-9.0,
11140930,,-8.0,
11141000,,-1.0,
11141030,,7.0,
11141100,,-2.0,
11141130,,0.0,
11141330,,-4.0,
11141400,,-2.0,
11141430,,-2.0,
11141500,,-3.0,
11142100,,41.0,
11142130,,39.0,
11142200,,9.0,
11142230,,4.0,
11142300,,-6.0,
11150900,,-4.0,
11150930,,-4.0,
11151000,,-4.0,
11151030,,-4.0,
11151100,,-7.0,
11151130,,-8.0,
11151330,,-7.0,
11151400,,-5.0,
11151430,,-5.0,
11151500,,-5.0,
11152100,,-7.0,
11152130,,-5.0,
11152200,,-6.0,
11152230,,-3.0,
11152300,,1.0,
11160000,-11.0,,
11160030,-13.0,,
11160100,-11.0,,
11160900,-13.0,7.0,
11160930,-9.0,7.0,
11161000,-8.0,9.0,
11161030,-9.0,8.0,
11161100,-7.0,7.0,
11161130,-8.0,7.0,
11161330,-7.0,7.0,
11161400,-8.0,7.0,
11161430,-6.0,7.0,
11161500,-8.0,9.0,
11162100,-13.0,-10.0,
11162130,-11.0,-2.0,
11162200,-11.0,-1.0,
11162230,-12.0,1.0,
11162300,-13.0,8.0,
11162330,-12.0,,
11170000,-10.0,,
11170030,-8.0,,
11170100,-10.0,,
11170900,-12.0,4.0,
11170930,-6.0,-4.0,
11171000,-6.0,-3.0,
11171030,-6.0,-3.0,
11171100,-7.0,-2.0,
11171130,-7.0,1.0,
11171330,-7.0,7.0,
11171400,-8.0,7.0,
11171430,-7.0,6.0,
11171500,-8.0,10.0,
11172100,-10.0,11.0,
11172130,-6.0,1.0,
11172200,-5.0,2.0,
11172230,-6.0,9.0,
11172300,-6.0,9.0,
11172330,-9.0,,
11180000,-9.0,,
11180030,-9.0,,
11180100,-6.0,,
11180900,-7.0,-1.0,
11180930,-5.0,-2.0,
11181000,-6.0,0.0,
11181030,-6.0,3.0,
11181100,-7.0,2.0,
11181130,-10.0,1.0,
11181330,-11.0,3.0,
11181400,-9.0,13.0,
11181430,-7.0,14.0,
11181500,-5.0,13.0,
11182100,-9.0,4.0,
11182130,-9.0,-1.0,
11182200,-9.0,0.0,
11182230,-9.0,7.0,
11182300,-9.0,4.0,
11182330,-9.0,,
11190000,-5.0,,
11190030,-5.0,,
11190100,-7.0,,
11190900,-7.0,,
11190930,-5.0,,
11191000,-6.0,,
11191030,-6.0,,
11191100,-8.0,,
11191130,-5.0,,
11191330,-4.0,,
11191400,-3.0,,
11191430,-4.0,,
11191500,-5.0,,
11192100,-6.0,,
11192130,-3.0,,
11192200,-2.0,,
11192230,-3.0,,
11192300,-3.0,,
11192330,-4.0,,
11200000,-4.0,,
11200030,-6.0,,
11200100,-6.0,,
11200900,-6.0,,
11200930,-6.0,,
11201000,-3.0,,
11201030,-4.0,,
11201100,-11.0,,
11201130,-10.0,,
11201330,-10.0,,
11201400,-9.0,,
11201430,-11.0,,
11201500,-11.0,,
11202100,-6.0,,
11202130,-4.0,,
11202200,-5.0,,
11202230,-3.0,,
11202300,-6.0,,
11202330,-4.0,,
11210900,,-1.0,
11210930,,3.0,
11211000,,5.0,
11211030,,5.0,
11211100,,0.0,
11211130,,6.0,
11211330,,7.0,
11211400,,3.0,
11211430,,5.0,
11211500,,-4.0,
11212100,,11.0,
11212130,,6.0,
11212200,,5.0,
11212230,,4.0,
11212300,,4.0,
11220900,,-3.0,
11220930,,8.0,
11221000,,14.0,
11221030,,15.0,
11221100,,7.0,
11221130,,4.0,
11221330,,4.0,
11221400,,5.0,
11221430,,12.0,
11221500,,4.0,
11222100,,-2.0,
11222130,,4.0,
11222200,,-2.0,
11222230,,5.0,
11222300,,4.0,
11230000,-11.0,,
11230030,-10.0,,
11230100,-11.0,,
11230900,-12.0,11.0,
11230930,-10.0,7.0,
11231000,-7.0,5.0,
11231030,-6.0,9.0,
11231100,-8.0,9.0,
11231130,-5.0,5.0,
11231330,-5.0,5.0,
11231400,-8.0,6.0,
11231430,-8.0,11.0,
11231500,-7.0,13.0,
11232100,-11.0,-3.0,
11232130,-5.0,3.0,
11232200,-4.0,1.0,
11232230,-9.0,1.0,
11232300,-11.0,7.0,
11232330,-10.0,,
11240000,-5.0,,
11240030,-4.0,,
11240100,-4.0,,
11240900,-5.0,34.0,
11240930,-7.0,8.0,
11241000,-4.0,11.0,
11241030,-6.0,9.0,
11241100,-7.0,7.0,
11241130,-4.0,11.0,
11241330,-4.0,11.0,
11241400,-5.0,11.0,
11241430,-3.0,10.0,
11241500,-5.0,3.0,
11242100,-5.0,16.0,
11242130,-5.0,14.0,
11242200,-7.0,10.0,
11242230,-5.0,8.0,
11242300,-5.0,13.0,
11242330,-6.0,,
11250000,-5.0,,
11250030,-2.0,,
11250100,2.0,,
11250900,0.0,16.0,
11250930,-4.0,9.0,
11251000,-3.0,3.0,
11251030,-3.0,4.0,
11251100,-2.0,7.0,
11251130,-4.0,15.0,
11251330,-4.0,15.0,
11251400,-1.0,15.0,
11251430,-2.0,14.0,
11251500,-7.0,7.0,
11252100,-6.0,-5.0,
11252130,-6.0,5.0,
11252200,-5.0,9.0,
11252230,-6.0,5.0,
11252300,-7.0,12.0,
11252330,-9.0,,
11260000,-3.0,,
11260030,-5.0,,
11260100,-2.0,,
11260900,-3.0,,
11260930,-6.0,,
11261000,-4.0,,
11261030,-10.0,,
11261100,-11.0,,
11261130,-9.0,,
11261330,-8.0,,
11261400,-14.0,,
11261430,-12.0,,
11261500,-15.0,,
11262100,-7.0,,
11262130,-5.0,,
11262200,-3.0,,
11262230,-4.0,,
11262300,-4.0,,
11262330,-3.0,,
11270000,-11.0,,
11270030,-13.0,,
11270100,-14.0,,
11270900,-13.0,,
11270930,-13.0,,
11271000,-14.0,,
11271030,-12.0,,
11271100,-14.0,,
11271130,-13.0,,
11271330,-14.0,,
11271400,-14.0,,
11271430,-13.0,,
11271500,-12.0,,
11272100,-13.0,,
11272130,-14.0,,
11272200,-12.0,,
11272230,-12.0,,
11272300,-10.0,,
11272330,-13.0,,
11280900,,24.0,
11280930,,15.0,
11281000,,21.0,
11281030,,23.0,
11281100,,22.0,
11281130,,25.0,
11281330,,31.0,
11281400,,31.0,
11281430,,30.0,
11281500,,24.0,
11282100,,19.0,
11282130,,14.0,
11282200,,15.0,
11282230,,15.0,
11282300,,18.0,
11290900,,10.0,
11290930,,29.0,
11291000,,23.0,
11291030,,24.0,
11291100,,25.0,
11291130,,16.0,
11291330,,14.0,
11291400,,17.0,
11291430,,21.0,
11291500,,12.0,
11292100,,37.0,
11292130,,27.0,
11292200,,24.0,
11292230,,26.0,
11292300,,27.0,
11300000,-10.0,,
11300030,-8.0,,
11300100,-9.0,,
11300900,-12.0,11.0,
11300930,-11.0,9.0,
11301000,-10.0,7.0,
11301030,-12.0,7.0,
11301100,-11.0,17.0,
11301130,-13.0,18.0,
11301330,-13.0,18.0,
11301400,-12.0,18.0,
11301430,-10.0,18.0,
11301500,-8.0,18.0,
11302100,-14.0,12.0,
11302130,-15.0,12.0,
11302200,-15.0,14.0,
11302230,-13.0,13.0,
11302300,-10.0,11.0,
11302330,-10.0,,
12010000,-12.0,,
12010030,-12.0,,
12010100,-13.0,,
12010900,-13.0,10.0,
12010930,-12.0,18.0,
12011000,-11.0,22.0,
12011030,-11.0,25.0,
12011100,-11.0,26.0,
12011130,-10.0,30.0,
12011330,-11.0,33.0,
12011400,-8.0,27.0,
12011430,-10.0,33.0,
12011500,-10.0,28.0,
12012100,-8.0,19.0,
12012130,-10.0,12.0,
12012200,-11.0,17.0,
12012230,-10.0,16.0,
12012300,-11.0,18.0,
12012330,-11.0,,
12020000,-12.0,,
12020030,-13.0,,
12020100,-16.0,,
12020900,-16.0,16.0,
12020930,-19.0,26.0,
12021000,-19.0,29.0,
12021030,-20.0,31.0,
12021100,-22.0,32.0,
12021130,-22.0,28.0,
12021330,-24.0,44.0,
12021400,-26.0,36.0,
12021430,-31.0,31.0,
12021500,-32.0,39.0,
12022100,-12.0,26.0,
12022130,-12.0,32.0,
12022200,-12.0,32.0,
12022230,-11.0,31.0,
12022300,-10.0,30.0,
12022330,-10.0,,
12030000,-32.0,,
12030030,-34.0,,
12030100,-33.0,,
12030900,-33.0,,
12030930,-31.0,,
12031000,-31.0,,
12031030,-34.0,,
12031100,-32.0,,
12031130,-34.0,,
12031330,-34.0,,
12031400,-32.0,,
12031430,-31.0,,
12031500,-28.0,,
12032100,-29.0,,
12032130,-36.0,,
12032200,-32.0,,
12032230,-32.0,,
12032300,-33.0,,
12032330,-34.0,,
12040000,-30.0,,
12040030,-31.0,,
12040100,-27.0,,
12040900,-28.0,,
12040930,-30.0,,
12041000,-30.0,,
12041030,-33.0,,
12041100,-32.0,,
12041130,-31.0,,
12041330,-32.0,,
12041400,-32.0,,
12041430,-31.0,,
12041500,-33.0,,
12042100,-29.0,,
12042130,-35.0,,
12042200,-33.0,,
12042230,-29.0,,
12042300,-29.0,,
12042330,-26.0,,
12050900,,39.0,
12050930,,40.0,
12051000,,44.0,
12051030,,44.0,
12051100,,40.0,
12051130,,41.0,
12051330,,41.0,
12051400,,39.0,
12051430,,35.0,
12051500,,36.0,
12052100,,35.0,
12052130,,40.0,
12052200,,35.0,
12052230,,38.0,
12052300,,43.0,
12060900,,34.0,
12060930,,33.0,
12061000,,32.0,
12061030,,28.0,
12061100,,33.0,
12061130,,37.0,
12061330,,38.0,
12061400,,35.0,
12061430,,31.0,
12061500,,34.0,
12062100,,34.0,
12062130,,34.0,
12062200,,34.0,
12062230,,34.0,
12062300,,37.0,
12070000,-33.0,,
12070030,-33.0,,
12070100,-32.0,,
12070900,-33.0,42.0,
12070930,-27.0,38.0,
12071000,-31.0,43.0,
12071030,-32.0,41.0,
12071100,-32.0,43.0,
12071130,-29.0,46.0,
12071330,-30.0,52.0,
12071400,-28.0,41.0,
12071430,-27.0,41.0,
12071500,-27.0,39.0,
12072100,-35.0,41.0,
12072130,-32.0,36.0,
12072200,-35.0,40.0,
12072230,-33.0,42.0,
12072300,-34.0,38.0,
12072330,-32.0,,
12080000,-30.0,,
12080030,-28.0,,
12080100,-29.0,,
12080900,-29.0,35.0,
12080930,-27.0,40.0,
12081000,-29.0,40.0,
12081030,-26.0,39.0,
12081100,-27.0,41.0,
12081130,-23.0,38.0,
12081330,-23.0,37.0,
12081400,-25.0,42.0,
12081430,-26.0,43.0,
12081500,-25.0,42.0,
12082100,-28.0,44.0,
12082130,-31.0,39.0,
12082200,-28.0,38.0,
12082230,-28.0,40.0,
12082300,-28.0,35.0,
12082330,-29.0,,
12090000,-24.0,,
12090030,-24.0,,
12090100,-22.0,,
12090900,-22.0,20.0,
12090930,-20.0,38.0,
12091000,-21.0,35.0,
12091030,-24.0,40.0,
12091100,-24.0,41.0,
12091130,-24.0,47.0,
12091330,-23.0,48.0,
12091400,-24.0,47.0,
12091430,-25.0,46.0,
12091500,-24.0,47.0,
12092100,-20.0,50.0,
12092130,-26.0,41.0,
12092200,-22.0,43.0,
12092230,-21.0,42.0,
12092300,-22.0,38.0,
12092330,-22.0,,
12100000,-26.0,,
12100030,-26.0,,
12100100,-28.0,,
12100900,-28.0,,
12100930,-27.0,,
12101000,-25.0,,
12101030,-26.0,,
12101100,-25.0,,
12101130,-26.0,,
12101330,-26.0,,
12101400,-27.0,,
12101430,-29.0,,
12101500,-27.0,,
12102100,-27.0,,
12102130,-23.0,,
12102200,-25.0,,
12102230,-23.0,,
12102300,-25.0,,
12102330,-26.0,,
12110000,-29.0,,
12110030,-27.0,,
12110100,-27.0,,
12110900,-28.0,,
12110930,-27.0,,
12111000,-28.0,,
12111030,-28.0,,
12111100,-26.0,,
12111130,-26.0,,
12111330,-25.0,,
12111400,-29.0,,
12111430,-26.0,,
12111500,-27.0,,
12112100,-24.0,,
12112130,-27.0,,
12112200,-28.0,,
12112230,-27.0,,
12112300,-28.0,,
12112330,-27.0,,
12120900,,97.0,
12120930,,68.0,
12121000,,64.0,
12121030,,62.0,
12121100,,61.0,
12121130,,68.0,
12121330,,68.0,
12121400,,63.0,
12121430,,59.0,
12121500,,64.0,
12122100,,51.0,
12122130,,49.0,
12122200,,43.0,
12122230,,49.0,
12122300,,47.0,
12130900,,68.0,
12130930,,61.0,
12131000,,64.0,
12131030,,61.0,
12131100,,62.0,
12131130,,65.0,
12131330,,62.0,
12131400,,63.0,
12131430,,69.0,
12131500,,70.0,
12132100,,66.0,
12132130,,64.0,
12132200,,65.0,
12132230,,64.0,
12132300,,67.0,
12140000,-28.0,,
12140030,-28.0,,
12140100,-28.0,,
12140900,-28.0,53.0,
12140930,-29.0,68.0,
12141000,-31.0,65.0,
12141030,-30.0,69.0,
12141100,-24.0,64.0,
12141130,-25.0,66.0,
12141330,-24.0,62.0,
12141400,-26.0,68.0,
12141430,-26.0,63.0,
12141500,-28.0,66.0,
12142100,-28.0,61.0,
12142130,-27.0,61.0,
12142200,-28.0,64.0,
12142230,-28.0,65.0,
12142300,-28.0,59.0,
12142330,-26.0,,
12150000,-28.0,,
12150030,-28.0,,
12150100,-27.0,,
12150900,-27.0,73.0,
12150930,-23.0,64.0,
12151000,-24.0,62.0,
12151030,-23.0,66.0,
12151100,-24.0,61.0,
12151130,-27.0,66.0,
12151330,-28.0,60.0,
12151400,-29.0,68.0,
12151430,-31.0,69.0,
12151500,-29.0,64.0,
12152100,-29.0,63.0,
12152130,-26.0,64.0,
12152200,-26.0,61.0,
12152230,-28.0,64.0,
12152300,-28.0,62.0,
12152330,-28.0,,
12160000,-29.0,,
12160030,-29.0,,
12160100,-28.0,,
12160900,-27.0,65.0,
12160930,-28.0,68.0,
12161000,-28.0,64.0,
12161030,-28.0,63.0,
12161100,-27.0,63.0,
12161130,-26.0,65.0,
12161330,-28.0,65.0,
12161400,-27.0,68.0,
12161430,-26.0,67.0,
12161500,-25.0,59.0,
12162100,-28.0,63.0,
12162130,-29.0,65.0,
12162200,-30.0,64.0,
12162230,-29.0,67.0,
12162300,-28.0,69.0,
12162330,-27.0,,
12170000,-22.0,,
12170030,-21.0,,
12170100,-22.0,,
12170900,-22.0,,
12170930,-24.0,,
12171000,-22.0,,
12171030,-23.0,,
12171100,-22.0,,
12171130,-22.0,,
12171330,-22.0,,
12171400,-21.0,,
12171430,-21.0,,
12171500,-18.0,,
12172100,-25.0,,
12172130,-24.0,,
12172200,-22.0,,
12172230,-22.0,,
12172300,-20.0,,
12172330,-20.0,,
12180000,-21.0,,
12180030,-22.0,,
12180100,-21.0,,
12180900,-23.0,,
12180930,-19.0,,
12181000,-19.0,,
12181030,-20.0,,
12181100,-19.0,,
12181130,-23.0,,
12181330,-20.0,,
12181400,-15.0,,
12181430,-15.0,,
12181500,-14.0,,
12182100,-20.0,,
12182130,-20.0,,
12182200,-21.0,,
12182230,-20.0,,
12182300,-21.0,,
12182330,-21.0,,
12190900,,50.0,
12190930,,55.0,
12191000,,54.0,
12191030,,54.0,
12191100,,53.0,
12191130,,54.0,
12191330,,55.0,
12191400,,58.0,
12191430,,57.0,
12191500,,51.0,
12192100,,58.0,
12192130,,62.0,
12192200,,64.0,
12192230,,67.0,
12192300,,59.0,
12200900,,51.0,
12200930,,54.0,
12201000,,49.0,
12201030,,48.0,
12201100,,48.0,
12201130,,48.0,
12201330,,48.0,
12201400,,48.0,
12201430,,50.0,
12201500,,51.0,
12202100,,48.0,
12202130,,47.0,
12202200,,48.0,
12202230,,44.0,
12202300,,48.0,
12210000,-14.0,,
12210030,-13.0,,
12210100,-6.0,,
12210900,-21.0,53.0,
12210930,-17.0,54.0,
12211000,-18.0,50.0,
12211030,-17.0,49.0,
12211100,-17.0,49.0,
12211130,-18.0,46.0,
12211330,-17.0,52.0,
12211400,-22.0,52.0,
12211430,-22.0,50.0,
12211500,-22.0,52.0,
12212100,-11.0,47.0,
12212130,-16.0,57.0,
12212200,-18.0,53.0,
12212230,-16.0,52.0,
12212300,-12.0,53.0,
12212330,-13.0,,
12220000,-21.0,,
12220030,-21.0,,
12220100,-20.0,,
12220900,-18.0,51.0,
12220930,-19.0,52.0,
12221000,-21.0,49.0,
12221030,-22.0,53.0,
