,2015,2016,2017
06010100,-51.0,,
06010900,-52.0,-14.0,106.0
06011000,-59.0,-14.0,103.0
06011100,-61.0,-14.0,98.0
06011300,-69.0,-14.0,95.0
06011400,-54.0,-14.0,99.0
06011500,-61.0,-18.0,93.0
06012100,-41.0,-15.0,99.0
06012200,-52.0,-13.0,101.0
06012300,-50.0,-14.0,106.0
06020000,-49.0,,
06020100,-46.0,,
06020900,-45.0,-16.0,100.0
06021000,-52.0,-13.0,91.0
06021100,-53.0,-21.0,89.0
06021300,-54.0,-19.0,89.0
06021400,-54.0,-17.0,89.0
06021500,-53.0,-17.0,79.0
06022100,-63.0,-21.0,91.0
06022200,-53.0,-18.0,96.0
06022300,-52.0,-15.0,100.0
06030000,-59.0,,
06030100,-56.0,,
06030900,-54.0,-15.0,
06031000,-61.0,-12.0,
06031100,-63.0,-11.0,
06031300,-61.0,-13.0,
06031400,-59.0,-16.0,
06031500,-62.0,-17.0,
06032100,-55.0,-18.0,
06032200,-57.0,-14.0,
06032300,-57.0,-17.0,
06040000,-64.0,,
06040100,-64.0,,
06040900,-64.0,,
06041000,-58.0,,
06041100,-57.0,,
06041300,-62.0,,
06041400,-57.0,,
06041500,-56.0,,
06042100,-76.0,,
06042200,-62.0,,
06042300,-63.0,,
06050000,-62.0,,
06050100,-64.0,,
06050900,-64.0,,58.0
06051000,-59.0,,36.0
06051100,-60.0,,37.0
06051300,-61.0,,37.0
06051400,-57.0,,44.0
06051500,-58.0,,31.0
06052100,-50.0,,70.0
06052200,-60.0,,70.0
06052300,-60.0,,71.0
06060900,,-21.0,12.0
06061000,,-21.0,26.0
06061100,,-20.0,32.0
06061300,,-16.0,39.0
06061400,,-16.0,38.0
06061500,,-18.0,36.0
06062100,,-10.0,26.0
06062200,,-18.0,29.0
06062300,,-23.0,17.0
06070900,,-22.0,30.0
06071000,,-17.0,32.0
06071100,,-15.0,31.0
06071300,,-19.0,34.0
06071400,,-16.0,34.0
06071500,,-19.0,39.0
06072100,,-15.0,35.0
06072200,,-17.0,40.0
06072300,,-23.0,31.0
06080000,-61.0,,
06080100,-61.0,,
06080900,-62.0,-16.0,32.0
06081000,-52.0,-12.0,29.0
06081100,-52.0,-11.0,40.0
06081300,-48.0,-11.0,53.0
06081400,-51.0,-6.0,39.0
06081500,-52.0,-8.0,43.0
06082100,-56.0,-21.0,44.0
06082200,-58.0,-14.0,33.0
06082300,-57.0,-16.0,35.0
06090000,-51.0,,
06090100,-55.0,,
06090900,-54.0,,40.0
06091000,-53.0,,50.0
06091100,-54.0,,49.0
06091300,-53.0,,48.0
06091400,-53.0,,49.0
06091500,-59.0,,61.0
06092100,-52.0,,41.0
06092200,-52.0,,43.0
06092300,-52.0,,39.0
06100000,-60.0,,
06100100,-61.0,,
06100900,-61.0,,
06101000,-60.0,,
06101100,-60.0,,
06101300,-62.0,,
06101400,-66.0,,
06101500,-65.0,,
06102100,-57.0,,
06102200,-61.0,,
06102300,-59.0,,
06110000,-69.0,,
06110100,-70.0,,
06110900,-70.0,,
06111000,-71.0,,
06111100,-68.0,,
06111300,-69.0,,
06111400,-66.0,,
06111500,-69.0,,
06112100,-63.0,,
06112200,-66.0,,
06112300,-67.0,,
06120000,-80.0,,
06120100,-75.0,,
06120900,-75.0,,74.0
06121000,-82.0,,60.0
06121100,-78.0,,69.0
06121300,-82.0,,67.0
06121400,-84.0,,71.0
06121500,-91.0,,70.0
06122100,-72.0,,65.0
06122200,-75.0,,63.0
06122300,-76.0,,68.0
06130800,,-5.0,
06130900,,-5.0,70.0
06131000,,-1.0,58.0
06131100,,-6.0,57.0
06131300,,-6.0,46.0
06131400,,-5.0,43.0
06131500,,-3.0,32.0
06132100,,,66.0
06132200,,,69.0
06132300,,,71.0
06140900,,-3.0,45.0
06141000,,-7.0,43.0
06141100,,-12.0,43.0
06141300,,-12.0,58.0
06141400,,-12.0,57.0
06141500,,-15.0,69.0
06142100,,-7.0,28.0
06142200,,-2.0,38.0
06142300,,-4.0,47.0
06150000,-83.0,,
06150100,-80.0,,
06150900,-80.0,-14.0,50.0
06151000,-81.0,-11.0,70.0
06151100,-87.0,-16.0,68.0
06151300,-88.0,-16.0,68.0
06151400,-90.0,-18.0,67.0
06151500,-93.0,-16.0,70.0
06152100,-94.0,-6.0,64.0
06152200,-88.0,-14.0,68.0
06152300,-85.0,-14.0,56.0
06160000,-92.0,,
06160100,-92.0,,
06160900,-92.0,-15.0,68.0
06161000,-92.0,-10.0,73.0
06161100,-92.0,-12.0,73.0
06161300,-89.0,-13.0,70.0
06161400,-93.0,-11.0,68.0
06161500,-95.0,-12.0,63.0
06162100,-96.0,-11.0,70.0
06162200,-94.0,-13.0,68.0
06162300,-94.0,-11.0,67.0
06170000,-89.0,,
06170100,-91.0,,
06170900,-90.0,-18.0,
06171000,-88.0,-17.0,
06171100,-86.0,-17.0,
06171300,-77.0,-17.0,
06171400,-84.0,-21.0,
06171500,-89.0,-15.0,
06172100,-98.0,-15.0,
06172200,-96.0,-19.0,
06172300,-87.0,-18.0,
06180000,-91.0,,
06180100,-91.0,,
06180900,-91.0,,
06181000,-79.0,,
06181100,-73.0,,
06181300,-64.0,,
06181400,-68.0,,
06181500,-64.0,,
06182100,-84.0,,
06182200,-92.0,,
06182300,-90.0,,
06190000,-68.0,,
06190100,-68.0,,
06190900,-67.0,,69.0
06191000,-66.0,,73.0
06191100,-68.0,,74.0
06191300,-70.0,,83.0
06191400,-73.0,,86.0
06191500,-73.0,,79.0
06192100,-57.0,,69.0
06192200,-70.0,,70.0
06192300,-69.0,,68.0
06200900,,-29.0,76.0
06201000,,-20.0,80.0
06201100,,-21.0,75.0
06201300,,-22.0,72.0
06201400,,-20.0,69.0
06201500,,-20.0,68.0
06202100,,-16.0,74.0
06202200,,-17.0,79.0
06202300,,-15.0,79.0
06210900,,-21.0,55.0
06211000,,-20.0,65.0
06211100,,-19.0,62.0
06211300,,-21.0,57.0
06211400,,-22.0,59.0
06211500,,-20.0,61.0
06212100,,-20.0,71.0
06212200,,-20.0,61.0
06212300,,-22.0,56.0
06220900,,-20.0,67.0
06221000,,-19.0,64.0
06221100,,-19.0,63.0
06221300,,-24.0,59.0
06221400,,-24.0,69.0
06221500,,-17.0,56.0
06222100,,-21.0,63.0
06222200,,-22.0,71.0
06222300,,-20.0,66.0
06230900,-80.0,-11.0,62.0
06231000,-73.0,-15.0,52.0
06231100,-72.0,-16.0,50.0
06231300,-74.0,-15.0,54.0
06231400,-75.0,-12.0,49.0
06231500,-78.0,-11.0,60.0
06232100,,-6.0,53.0
06232200,,-13.0,59.0
06232300,,-13.0,62.0
06240000,-79.0,,
06240100,-78.0,,
06240900,-76.0,-15.0,
06241000,-81.0,-15.0,
06241100,-81.0,-20.0,
06241300,-81.0,-23.0,
06241400,-78.0,-18.0,
06241500,-80.0,-18.0,
06242100,-79.0,-15.0,
06242200,-80.0,-12.0,
06242300,-75.0,-14.0,
06250000,-80.0,,
06250100,-81.0,,
06250900,-81.0,,
06251000,-88.0,,
06251100,-85.0,,
06251300,-83.0,,
06251400,-84.0,,
06251500,-82.0,,
06252100,-83.0,,
06252200,-81.0,,
06252300,-83.0,,
06260000,-84.0,,
06260100,-85.0,,
06260900,-85.0,,60.0
06261000,-81.0,,59.0
06261100,-81.0,,62.0
06261300,-74.0,,62.0
06261400,-79.0,,64.0
06261500,-77.0,,62.0
06262100,-84.0,,59.0
06262200,-83.0,,63.0
06262300,-88.0,,62.0
06270900,,-9.0,64.0
06271000,,-18.0,63.0
06271100,,-10.0,67.0
06271300,,-11.0,62.0
06271400,,-9.0,71.0
06271500,,-8.0,79.0
06272100,,-19.0,65.0
06272200,,-17.0,64.0
06272300,,-17.0,67.0
06280900,,-3.0,80.0
06281000,,-9.0,76.0
06281100,,-11.0,79.0
06281300,,-13.0,78.0
06281400,,-13.0,77.0
06281500,,-12.0,72.0
06282100,,-4.0,83.0
06282200,,-10.0,76.0
06282300,,-5.0,80.0
06290000,-77.0,,
06290100,-74.0,,
06290900,-74.0,-14.0,69.0
06291000,-73.0,-14.0,68.0
06291100,-74.0,-15.0,71.0
06291300,-77.0,-13.0,74.0
06291400,-76.0,-15.0,73.0
06291500,-73.0,-13.0,76.0
06292100,-75.0,-10.0,74.0
06292200,-78.0,-13.0,59.0
06292300,-75.0,-12.0,67.0
06300000,-87.0,,
06300100,-83.0,,
06300900,-83.0,-17.0,74.0
06301000,-85.0,-12.0,79.0
06301100,-78.0,-10.0,76.0
06301300,-78.0,-7.0,74.0
06301400,-68.0,-9.0,83.0
06301500,-73.0,-10.0,77.0
06302100,-71.0,-13.0,72.0
06302200,-78.0,-11.0,74.0
06302300,-82.0,-17.0,74.0
07010000,-78.0,,
07010100,-77.0,,
07010900,-77.0,-2.0,
07011000,-79.0,-9.0,
07011100,-80.0,-7.0,
07011300,-79.0,-7.0,
07011400,-80.0,-10.0,
07011500,-82.0,-10.0,
07012100,-65.0,-9.0,
07012200,-71.0,-3.0,
07012300,-80.0,-1.0,
07020000,-83.0,,
07020100,-85.0,,
07020900,-83.0,,
07021000,-85.0,,
07021100,-84.0,,
07021300,-77.0,,
07021400,-77.0,,
07021500,-84.0,,
07022100,-77.0,,
07022200,-85.0,,
07022300,-85.0,,
07030000,-77.0,,
07030100,-80.0,,
07030900,-80.0,,82.0
07031000,-81.0,,79.0
07031100,-83.0,,78.0
07031300,-80.0,,75.0
07031400,-82.0,,78.0
07031500,-82.0,,75.0
07032100,-85.0,,74.0
07032200,-78.0,,79.0
07032300,-79.0,,81.0
07040900,,-18.0,74.0
07041000,,-11.0,72.0
07041100,,-11.0,72.0
07041300,,-10.0,71.0
07041400,,-9.0,74.0
07041500,,-11.0,77.0
07042100,,-10.0,73.0
07042200,,-1.0,69.0
07042300,,-5.0,78.0
07050900,,-14.0,85.0
07051000,,-10.0,90.0
07051100,,-8.0,90.0
07051300,,-4.0,90.0
07051400,,-8.0,95.0
07051500,,-6.0,91.0
07052100,,-4.0,82.0
07052200,,-11.0,82.0
07052300,,-10.0,85.0
07060000,-87.0,,
07060100,-88.0,,
07060900,-89.0,-10.0,89.0
07061000,-94.0,-9.0,91.0
07061100,-92.0,-10.0,83.0
07061300,-91.0,-7.0,76.0
07061400,-77.0,-7.0,79.0
07061500,-77.0,-3.0,87.0
07062100,-87.0,-7.0,88.0
07062200,-86.0,-6.0,88.0
07062300,-91.0,-10.0,88.0
07070000,-82.0,,
07070100,-82.0,,
07070900,-82.0,1.0,87.0
07071000,-80.0,4.0,85.0
07071100,-80.0,9.0,100.0
07071300,-78.0,10.0,99.0
07071400,-78.0,8.0,94.0
07071500,-76.0,9.0,104.0
07072100,-87.0,-6.0,94.0
07072200,-86.0,-2.0,89.0
07072300,-84.0,-3.0,88.0
07080000,-64.0,,
07080100,-61.0,,
07080900,-61.0,4.0,
07081000,-68.0,13.0,
07081100,-71.0,14.0,
07081300,-72.0,17.0,
07081400,-74.0,14.0,
07081500,-76.0,25.0,
07082100,-67.0,2.0,
07082200,-68.0,6.0,
07082300,-76.0,8.0,
07090000,-76.0,,
07090100,-73.0,,
07090900,-73.0,,
07091000,-73.0,,
07091100,-76.0,,
07091300,-74.0,,
07091400,-73.0,,
07091500,-78.0,,
07092100,-81.0,,
07092200,-72.0,,
07092300,-74.0,,
07100000,-68.0,,
07100100,-67.0,,
07100900,-68.0,,104.0
07101000,-68.0,,101.0
07101100,-68.0,,102.0
07101300,-67.0,,102.0
07101400,-68.0,,97.0
07101500,-74.0,,98.0
07102100,-72.0,,94.0
07102200,-68.0,,103.0
07102300,-65.0,,99.0
07110900,,-8.0,109.0
07111000,,13.0,107.0
07111100,,16.0,109.0
07111300,,20.0,109.0
07111400,,17.0,112.0
07111500,,21.0,104.0
07112100,,29.0,104.0
07112200,,33.0,101.0
07112300,,27.0,104.0
07120900,,19.0,116.0
07121000,,38.0,109.0
07121100,,33.0,112.0
07121300,,30.0,113.0
07121400,,27.0,110.0
07121500,,29.0,126.0
07122100,,20.0,103.0
07122200,,20.0,110.0
07122300,,20.0,116.0
07130000,-64.0,,
07130100,-61.0,,
07130900,-66.0,25.0,132.0
07131000,-67.0,27.0,142.0
07131100,-70.0,29.0,141.0
07131300,-71.0,33.0,135.0
07131400,-73.0,27.0,142.0
07131500,-71.0,20.0,139.0
07132100,-68.0,31.0,125.0
07132200,-65.0,29.0,127.0
07132300,-62.0,28.0,132.0
07140000,-65.0,,
07140100,-69.0,,
07140900,-69.0,5.0,128.0
07141000,-70.0,5.0,125.0
07141100,-73.0,10.0,118.0
07141300,-76.0,10.0,118.0
07141400,-73.0,9.0,124.0
07141500,-73.0,13.0,123.0
07142100,-65.0,25.0,136.0
07142200,-72.0,21.0,120.0
07142300,-68.0,12.0,121.0
07150000,-72.0,,
07150100,-71.0,,
07150900,-71.0,5.0,
07151000,-75.0,9.0,
07151100,-73.0,15.0,
07151300,-76.0,11.0,
07151400,-74.0,18.0,
07151500,-73.0,19.0,
07152100,-75.0,4.0,
07152200,-70.0,9.0,
07152300,-72.0,6.0,
07160000,-71.0,,
07160100,-69.0,,
07160900,-70.0,,
07161000,-72.0,,
07161100,-72.0,,
07161300,-71.0,,
07161400,-67.0,,
07161500,-71.0,,
07162100,-74.0,,
07162200,-70.0,,
07162300,-74.0,,
07170000,-70.0,,
07170100,-70.0,,
07170900,-70.0,,132.0
07171000,-74.0,,129.0
07171100,-74.0,,135.0
07171300,-75.0,,137.0
07171400,-73.0,,137.0
07171500,-71.0,,132.0
07172100,-70.0,,118.0
07172200,-70.0,,123.0
07172300,-70.0,,124.0
07180900,,4.0,126.0
07181000,,7.0,132.0
07181100,,6.0,136.0
07181300,,7.0,144.0
07181400,,12.0,132.0
07181500,,10.0,141.0
07182100,,25.0,136.0
07182200,,9.0,132.0
07182300,,3.0,126.0
07190900,,10.0,146.0
07191000,,8.0,139.0
07191100,,9.0,143.0
07191300,,10.0,140.0
07191400,,-1.0,141.0
07191500,,7.0,140.0
07192100,,10.0,144.0
07192200,,6.0,143.0
07192300,,13.0,145.0
07200000,-70.0,,
07200100,-70.0,,
07200900,-66.0,11.0,135.0
07201000,-62.0,11.0,131.0
07201100,-63.0,12.0,132.0
07201300,-61.0,13.0,125.0
07201400,-57.0,14.0,120.0
07201500,-57.0,13.0,109.0
07202100,-78.0,16.0,137.0
07202200,-70.0,12.0,139.0
07202300,-67.0,12.0,135.0
07210000,-63.0,,
07210100,-62.0,,
07210900,-67.0,18.0,110.0
07211000,-66.0,19.0,120.0
07211100,-68.0,25.0,116.0
07211300,-66.0,26.0,120.0
07211400,-69.0,30.0,120.0
07211500,-69.0,27.0,122.0
07212100,-63.0,14.0,110.0
07212200,-65.0,14.0,113.0
07212300,-63.0,17.0,118.0
07220000,-70.0,,
07220100,-70.0,,
07220900,-71.0,18.0,
07221000,-70.0,18.0,
07221100,-71.0,14.0,
07221300,-71.0,13.0,
07221400,-75.0,16.0,
07221500,-72.0,19.0,
07222100,-75.0,24.0,
07222200,-69.0,18.0,
07222300,-69.0,19.0,
07230000,-74.0,,
07230100,-73.0,,
07230900,-72.0,,
07231000,-74.0,,
07231100,-73.0,,
07231300,-70.0,,
07231400,-70.0,,
07231500,-70.0,,
07232100,-70.0,,
07232200,-72.0,,
07232300,-72.0,,
07240000,-69.0,,
07240100,-71.0,,
07240900,-71.0,,115.0
07241000,-71.0,,118.0
07241100,-68.0,,125.0
07241300,-66.0,,126.0
07241400,-67.0,,128.0
07241500,-69.0,,128.0
07242100,-72.0,,121.0
07242200,-70.0,,122.0
07242300,-73.0,,121.0
07250900,,19.0,130.0
07251000,,15.0,131.0
07251100,,16.0,134.0
07251300,,18.0,135.0
07251400,,17.0,135.0
07251500,,17.0,133.0
07252100,,26.0,130.0
07252200,,18.0,127.0
07252300,,15.0,130.0
07260900,,18.0,149.0
07261000,,20.0,125.0
07261100,,20.0,134.0
07261300,,23.0,143.0
07261400,,20.0,134.0
07261500,,27.0,139.0
07262100,,19.0,134.0
07262200,,14.0,140.0
07262300,,16.0,141.0
07270000,-57.0,,
07270100,-54.0,,
07270900,-50.0,28.0,133.0
07271000,-58.0,26.0,136.0
07271100,-59.0,26.0,128.0
07271300,-57.0,22.0,118.0
07271400,-58.0,28.0,117.0
07271500,-57.0,31.0,129.0
07272100,-66.0,29.0,134.0
07272200,-63.0,30.0,134.0
07272300,-63.0,29.0,137.0
07280000,-58.0,,
07280100,-59.0,,
07280900,-60.0,27.0,129.0
07281000,-55.0,37.0,129.0
07281100,-54.0,34.0,125.0
07281300,-52.0,36.0,114.0
07281400,-55.0,30.0,119.0
07281500,-58.0,33.0,118.0
07282100,-61.0,36.0,131.0
07282200,-57.0,27.0,125.0
07282300,-59.0,30.0,126.0
07290000,-50.0,,
07290100,-52.0,,
07290900,-51.0,29.0,
07291000,-48.0,25.0,
07291100,-46.0,23.0,
07291300,-51.0,19.0,
07291400,-51.0,26.0,
07291500,-44.0,24.0,
07292100,-54.0,37.0,
07292200,-54.0,24.0,
07292300,-54.0,27.0,
07300000,-47.0,,
07300100,-48.0,,
07300900,-48.0,,
07301000,-46.0,,
07301100,-54.0,,
07301300,-50.0,,
07301400,-56.0,,
07301500,-45.0,,
07302100,-46.0,,
07302200,-50.0,,
07302300,-47.0,,
07310000,-41.0,,
07310100,-40.0,,
07310900,-41.0,,130.0
07311000,-25.0,,126.0
07311100,-18.0,,128.0
07311300,-18.0,,133.0
07311400,-19.0,,134.0
07311500,-17.0,,132.0
07312100,-43.0,,134.0
07312200,-44.0,,124.0
07312300,-44.0,,127.0
08010900,,48.0,138.0
08011000,,29.0,128.0
08011100,,32.0,120.0
08011300,,35.0,126.0
08011400,,33.0,119.0
08011500,,26.0,122.0
08012100,,37.0,133.0
08012200,,24.0,139.0
08012300,,30.0,135.0
08020900,,26.0,122.0
08021000,,31.0,128.0
08021100,,29.0,130.0
08021300,,31.0,122.0
08021400,,35.0,129.0
08021500,,32.0,117.0
08022100,,28.0,118.0
08022200,,27.0,124.0
08022300,,29.0,121.0
08030000,-9.0,,
08030100,-6.0,,
08030900,-4.0,27.0,91.0
08031000,-1.0,29.0,93.0
08031100,3.0,29.0,103.0
08031300,-2.0,30.0,123.0
08031400,-12.0,29.0,117.0
08031500,-16.0,28.0,117.0
08032100,-17.0,43.0,119.0
08032200,-12.0,32.0,97.0
08032300,-9.0,29.0,89.0
08040000,-9.0,,
08040100,-9.0,,
08040900,-10.0,27.0,112.0
08041000,-20.0,29.0,97.0
08041100,-16.0,21.0,109.0
08041300,-19.0,20.0,122.0
08041400,-17.0,21.0,120.0
08041500,-15.0,26.0,119.0
08042100,-7.0,24.0,122.0
08042200,-15.0,24.0,96.0
08042300,-11.0,24.0,106.0
08050000,-20.0,,
08050100,-18.0,,
08050900,-19.0,49.0,
08051000,-19.0,35.0,
08051100,-18.0,32.0,
08051300,-16.0,33.0,
08051400,-15.0,34.0,
08051500,-12.0,35.0,
08052100,-17.0,25.0,
08052200,-16.0,22.0,
08052300,-16.0,33.0,
08060000,-12.0,,
08060100,-10.0,,
08060900,-10.0,,
08061000,-17.0,,
08061100,-15.0,,
08061300,-13.0,,
08061400,-15.0,,
08061500,-15.0,,
08062100,-14.0,,
08062200,-9.0,,
08062300,-11.0,,
08070000,-20.0,,
08070100,-17.0,,
08070900,-16.0,,180.0
08071000,-13.0,,142.0
08071100,-14.0,,140.0
08071300,-12.0,,146.0
08071400,-10.0,,144.0
08071500,1.0,,156.0
08072100,-17.0,,119.0
08072200,-15.0,,136.0
08072300,-17.0,,138.0
08080900,,37.0,178.0
08081000,,40.0,172.0
08081100,,40.0,173.0
08081300,,35.0,160.0
08081400,,40.0,160.0
08081500,,42.0,162.0
08082100,,36.0,155.0
08082200,,34.0,159.0
08082300,,36.0,176.0
08090900,,38.0,173.0
08091000,,29.0,172.0
08091100,,31.0,165.0
08091300,,33.0,167.0
08091400,,28.0,170.0
08091500,,29.0,169.0
08092100,,42.0,168.0
08092200,,41.0,163.0
08092300,,38.0,169.0
08100000,-7.0,,
08100100,-8.0,,
08100900,-7.0,34.0,145.0
08101000,-8.0,29.0,164.0
08101100,-9.0,34.0,165.0
08101300,-9.0,27.0,173.0
08101400,-4.0,32.0,168.0
08101500,-5.0,29.0,160.0
08102100,-1.0,26.0,162.0
08102200,-5.0,34.0,159.0
08102300,-4.0,33.0,159.0
08110000,3.0,,
08110100,-1.0,,
08110900,-1.0,20.0,158.0
08111000,-1.0,29.0,167.0
08111100,0.0,31.0,149.0
08111300,-4.0,34.0,152.0
08111400,-1.0,36.0,149.0
08111500,-2.0,40.0,160.0
08112100,-7.0,24.0,159.0
08112200,-1.0,28.0,169.0
08112300,1.0,29.0,170.0
08120000,-3.0,,
08120100,-3.0,,
08120900,-2.0,32.0,
08121000,-5.0,31.0,
08121100,-4.0,28.0,
08121300,-7.0,37.0,
08121400,-7.0,28.0,
08121500,-7.0,27.0,
08122100,-4.0,37.0,
08122200,-4.0,31.0,
08122300,-4.0,29.0,
08130000,-9.0,,
08130100,-12.0,,
08130900,-12.0,,
08131000,-10.0,,
08131100,-13.0,,
08131300,-10.0,,
08131400,-9.0,,
08131500,-11.0,,
08132100,-3.0,,
08132200,-9.0,,
08132300,-10.0,,
08140000,-10.0,,
08140100,-10.0,,
08140900,-9.0,,187.0
08141000,-11.0,,160.0
08141100,-12.0,,157.0
08141300,-12.0,,168.0
08141400,-12.0,,161.0
08141500,-13.0,,159.0
08142100,-15.0,,160.0
08142200,-9.0,,169.0
08142300,-8.0,,167.0
08150900,,22.0,157.0
08151000,,36.0,162.0
08151100,,33.0,160.0
08151300,,35.0,165.0
08151400,,37.0,160.0
08151500,,40.0,162.0
08152100,,24.0,152.0
08152200,,27.0,152.0
08152300,,27.0,160.0
08160900,,46.0,158.0
08161000,,57.0,157.0
08161100,,54.0,152.0
08161300,,57.0,151.0
08161400,,48.0,152.0
08161500,,52.0,146.0
08162100,,38.0,159.0
08162200,,40.0,163.0
08162300,,39.0,157.0
08170000,-13.0,,
08170100,-14.0,,
08170900,-16.0,52.0,125.0
08171000,-20.0,39.0,135.0
08171100,-17.0,46.0,136.0
08171300,-16.0,49.0,139.0
08171400,-15.0,45.0,124.0
08171500,-19.0,43.0,128.0
08172100,-10.0,48.0,151.0
08172200,-14.0,53.0,149.0
08172300,-13.0,54.0,131.0
08180000,-17.0,,
08180100,-18.0,,
08180900,-16.0,53.0,121.0
08181000,-18.0,37.0,127.0
08181100,-15.0,31.0,135.0
08181300,-16.0,33.0,135.0
08181400,-13.0,32.0,136.0
08181500,-11.0,37.0,150.0
08182100,-18.0,45.0,136.0
08182200,-17.0,38.0,125.0
08182300,-16.0,46.0,127.0
08190000,-8.0,,
08190100,-8.0,,
08190900,-9.0,40.0,
08191000,-7.0,26.0,
08191100,-7.0,20.0,
08191300,-8.0,30.0,
08191400,-9.0,26.0,
08191500,-10.0,22.0,
08192100,-10.0,33.0,
08192200,-10.0,31.0,
08192300,-8.0,34.0,
08200000,-14.0,,
08200100,-17.0,,
08200900,-16.0,,
08201000,-12.0,,
08201100,-10.0,,
08201300,-10.0,,
08201400,-9.0,,
08201500,-11.0,,
08202100,-8.0,,
08202200,-10.0,,
08202300,-9.0,,
08210000,-8.0,,
08210100,-7.0,,
08210900,-7.0,,152.0
08211000,-9.0,,154.0
08211100,-8.0,,155.0
08211300,-9.0,,151.0
08211400,-9.0,,149.0
08211500,-8.0,,148.0
08212100,-8.0,,147.0
08212200,-11.0,,138.0
08212300,-10.0,,149.0
08220900,,18.0,133.0
08221000,,25.0,126.0
08221100,,25.0,128.0
08221300,,23.0,130.0
08221400,,23.0,128.0
08221500,,20.0,130.0
08222100,,23.0,149.0
08222200,,21.0,134.0
08222300,,16.0,137.0
08230900,,21.0,113.0
08231000,,17.0,118.0
08231100,,17.0,117.0
08231300,,16.0,122.0
08231400,,15.0,131.0
08231500,,6.0,131.0
08232100,,17.0,126.0
08232200,,16.0,112.0
08232300,,17.0,113.0
08240000,-8.0,,
08240100,-9.0,,
08240900,-14.0,-8.0,137.0
08241000,-12.0,-7.0,143.0
08241100,-15.0,-9.0,144.0
08241300,-8.0,-9.0,140.0
08241400,-10.0,-10.0,144.0
08241500,-15.0,-13.0,151.0
08242100,-12.0,9.0,133.0
08242200,-8.0,-9.0,143.0
08242300,-10.0,-13.0,133.0
08250000,-16.0,,
08250100,-14.0,,
08250900,-16.0,-13.0,150.0
08251000,-15.0,-4.0,141.0
08251100,-15.0,-9.0,143.0
08251300,-17.0,-6.0,136.0
08251400,-16.0,-3.0,135.0
08251500,-22.0,-3.0,129.0
08252100,-6.0,-21.0,146.0
08252200,-14.0,-9.0,145.0
08252300,-15.0,-16.0,148.0
08260000,-20.0,,
08260100,-21.0,,
08260900,-21.0,0.0,
08261000,-20.0,3.0,
08261100,-21.0,-2.0,
08261300,-18.0,-2.0,
08261400,-20.0,-4.0,
08261500,-21.0,-6.0,
08262100,-24.0,-5.0,
08262200,-18.0,-2.0,
08262300,-19.0,2.0,
08270000,-20.0,,
08270100,-17.0,,
08270900,-17.0,,
08271000,-14.0,,
08271100,-13.0,,
08271300,-12.0,,
08271400,-13.0,,
08271500,-13.0,,
08272100,-18.0,,
08272200,-20.0,,
08272300,-21.0,,
08280000,-8.0,,
08280100,-10.0,,
08280900,-7.0,,95.0
08281000,-10.0,,97.0
08281100,-11.0,,112.0
08281300,-12.0,,105.0
08281400,-12.0,,123.0
08281500,-13.0,,131.0
08282100,-19.0,,127.0
08282200,-12.0,,116.0
08282300,-12.0,,118.0
08290900,,-9.0,118.0
08291000,,5.0,120.0
08291100,,10.0,123.0
08291300,,11.0,102.0
08291400,,14.0,110.0
08291500,,15.0,118.0
08292100,,-8.0,124.0
