,2015,2016,2017
01172100,,87.0,
01172200,,90.0,
01172300,,88.0,
01180000,-4.0,,
01180100,-5.0,,
01180900,-4.0,54.0,
01181000,-6.0,61.0,
01181100,-1.0,65.0,
01181300,-4.0,64.0,
01181400,-5.0,66.0,
01181500,-8.0,76.0,
01182100,-4.0,66.0,
01182200,-8.0,59.0,
01182300,-6.0,73.0,
01190000,-8.0,,
01190100,-5.0,,
01190900,-6.0,53.0,
01191000,-7.0,48.0,
01191100,-6.0,54.0,
01191300,-7.0,50.0,
01191400,-6.0,61.0,
01191500,-9.0,51.0,
01192100,-8.0,70.0,
01192200,-10.0,56.0,
01192300,-6.0,57.0,
01200000,-11.0,,
01200100,-11.0,,
01200900,-11.0,54.0,
01201000,-8.0,61.0,
01201100,-7.0,63.0,
01201300,-6.0,65.0,
01201400,-7.0,61.0,
01201500,-3.0,44.0,
01202100,-10.0,48.0,
01202200,-8.0,51.0,
01202300,-12.0,54.0,
01210000,-5.0,,
01210100,-6.0,,
01210900,-3.0,,
01211000,-6.0,,
01211100,-4.0,,
01211300,-3.0,,
01211400,-4.0,,
01211500,-4.0,,
01212100,-5.0,,
01212200,-5.0,,
01212300,-5.0,,
01220000,-3.0,,
01220100,-1.0,,
01220900,-1.0,,
01221000,-1.0,,
01221100,-1.0,,
01221300,-1.0,,
01221400,0.0,,
01221500,1.0,,
01222100,-5.0,,
01222200,-1.0,,
01222300,-1.0,,
01230900,,52.0,
01231000,,45.0,
01231100,,46.0,
01231300,,47.0,
01231400,,46.0,
01231500,,47.0,
01232100,,38.0,
01232200,,44.0,
01232300,,47.0,
01240900,,59.0,
01241000,,60.0,
01241100,,71.0,
01241300,,54.0,
01241400,,64.0,
01241500,,59.0,
01242100,,47.0,
01242200,,49.0,
01242300,,59.0,
01250000,2.0,,
01250100,0.0,,
01250900,-2.0,62.0,
01251000,4.0,67.0,
01251100,4.0,66.0,
01251300,8.0,69.0,
01251400,8.0,69.0,
01251500,4.0,69.0,
01252100,0.0,65.0,
01252200,0.0,63.0,
01252300,1.0,66.0,
01260000,3.0,,
01260100,5.0,,
01260900,4.0,88.0,
01261000,6.0,87.0,
01261100,7.0,85.0,
01261300,6.0,83.0,
01261400,5.0,85.0,
01261500,4.0,86.0,
01262100,4.0,67.0,
01262200,4.0,83.0,
01262300,4.0,89.0,
01270000,6.0,,
01270100,13.0,,
01270900,10.0,,
01271000,13.0,,
01271100,14.0,,
01271300,14.0,,
01271400,10.0,,
01271500,12.0,,
01272100,6.0,,
01272200,3.0,,
01272300,5.0,,
01280000,-5.0,,
01280100,-3.0,,
01280900,-2.0,,
01281000,2.0,,
01281100,1.0,,
01281300,2.0,,
01281400,-1.0,,
01281500,-3.0,,
01282100,12.0,,
01282200,0.0,,
01282300,0.0,,
01290000,-8.0,,
01290100,-9.0,,
01290900,-10.0,,
01291000,-5.0,,
01291100,-1.0,,
01291300,-2.0,,
01291400,-3.0,,
01291500,-3.0,,
01292100,-5.0,,
01292200,-4.0,,
01292300,-6.0,,
02010000,7.0,,
02010100,3.0,,
02010900,4.0,,
02011000,2.0,,
02011100,0.0,,
02011300,-1.0,,
02011400,0.0,,
02011500,-2.0,,
02012100,-1.0,,
02012200,3.0,,
02012300,3.0,,
02020000,-4.0,,
02020100,-2.0,,
02020900,-2.0,,
02021000,-3.0,,
02021100,-4.0,,
02021300,-4.0,,
02021400,-5.0,,
02021500,-2.0,,
02022100,0.0,,
02022200,-2.0,,
02022300,-3.0,,
02030000,0.0,,
02030100,-2.0,,
02030800,,87.0,
02030900,-1.0,90.0,
02031000,-2.0,46.0,
02031100,0.0,28.0,
02031300,0.0,29.0,
02031400,0.0,37.0,
02031500,1.0,24.0,
02032100,2.0,,
02032200,-2.0,,
02032300,0.0,,
02040000,0.0,,
02040100,2.0,,
02040900,1.0,,
02041000,-2.0,,
02041100,-2.0,,
02041300,0.0,,
02041400,1.0,,
02041500,0.0,,
02042100,2.0,,
02042200,2.0,,
02042300,1.0,,
02050000,-1.0,,
02050100,-3.0,,
02050900,-2.0,,
02051000,-3.0,,
02051100,-1.0,,
02051300,-2.0,,
02051400,-4.0,,
02051500,0.0,,
02052100,-1.0,,
02052200,-1.0,,
02052300,0.0,,
02060900,,29.0,
02061000,,32.0,
02061100,,31.0,
02061300,,34.0,
02061400,,33.0,
02061500,,25.0,
02062100,,24.0,
02062200,,30.0,
02062300,,30.0,
02070900,,26.0,
02071000,,49.0,
02071100,,51.0,
02071300,,57.0,
02071400,,50.0,
02071500,,56.0,
02072100,,29.0,
02072200,,27.0,
02072300,,32.0,
02080900,,49.0,
02081000,,70.0,
02081100,,68.0,
02081300,,62.0,
02081400,,60.0,
02081500,,68.0,
02082100,,52.0,
02082200,,47.0,
02082300,,48.0,
02090900,,69.0,
02091000,,66.0,
02091100,,70.0,
02091300,,69.0,
02091400,,69.0,
02091500,,58.0,
02092100,,71.0,
02092200,,70.0,
02092300,,69.0,
02100900,,67.0,
02101000,,75.0,
02101100,,69.0,
02101300,,68.0,
02101400,,83.0,
02101500,,65.0,
02102100,,53.0,
02102200,,70.0,
02102300,,72.0,
02130900,,62.0,
02131000,,69.0,
02131100,,76.0,
02131300,,78.0,
02131400,,75.0,
02131500,,74.0,
02132100,,65.0,
02132200,,66.0,
02132300,,62.0,
02140900,,80.0,
02141000,,75.0,
02141100,,63.0,
02141300,,72.0,
02141400,,78.0,
02141500,,79.0,
02142100,,79.0,
02142200,,72.0,
02142300,,82.0,
02150800,-1.0,,
02150900,-1.0,73.0,
02151000,-2.0,78.0,
02151100,-4.0,81.0,
02151300,-3.0,83.0,
02151400,-3.0,82.0,
02151500,1.0,74.0,
02152100,,77.0,
02152200,,63.0,
02152300,,76.0,
02160000,1.0,,
02160100,-1.0,,
02160900,-1.0,72.0,
02161000,1.0,87.0,
02161100,1.0,90.0,
02161300,0.0,96.0,
02161400,-1.0,91.0,
02161500,1.0,69.0,
02162100,-1.0,76.0,
02162200,0.0,86.0,
02162300,0.0,72.0,
02170900,,94.0,
02171000,,108.0,
02171100,,110.0,
02171300,,111.0,
02171400,,112.0,
02171500,,113.0,
02180900,2.0,,
02181000,1.0,,
02181100,1.0,,
02181300,1.0,,
02181400,0.0,,
02181500,4.0,,
02190900,2.0,,
02191000,6.0,,
02191100,11.0,,
02191300,16.0,,
02191400,17.0,,
02191500,22.0,,
02200900,,115.0,
02201000,,144.0,
02201100,,139.0,
02201300,,137.0,
02201400,,141.0,
02201500,,142.0,
02202100,,110.0,
02202200,,115.0,
02202300,,115.0,
02210900,,148.0,
02211000,,151.0,
02211100,,147.0,
02211300,,149.0,
02211400,,143.0,
02211500,,141.0,
02212100,,142.0,
02212200,,140.0,
02212300,,147.0,
02220000,16.0,,
02220100,19.0,,
02220900,33.0,137.0,
02221000,29.0,140.0,
02221100,34.0,141.0,
02221300,33.0,140.0,
02221400,34.0,124.0,
02221500,40.0,126.0,
02222100,20.0,138.0,
02222200,20.0,138.0,
02222300,14.0,138.0,
02230000,32.0,,
02230100,32.0,,
02230900,30.0,120.0,
02231000,22.0,118.0,
02231100,23.0,123.0,
02231300,19.0,113.0,
02231400,21.0,100.0,
02231500,16.0,116.0,
02232100,35.0,121.0,
02232200,33.0,128.0,
02232300,36.0,118.0,
02240000,27.0,,
02240100,23.0,,
02240900,25.0,89.0,
02241000,24.0,99.0,
02241100,27.0,93.0,
02241300,29.0,106.0,
02241400,27.0,111.0,
02241500,25.0,116.0,
02242100,13.0,119.0,
02242200,24.0,108.0,
02242300,22.0,103.0,
02250000,31.0,,
02250100,32.0,,
02250900,33.0,,
02251000,33.0,,
02251100,33.0,,
02251300,30.0,,
02251400,31.0,,
02251500,33.0,,
02252100,25.0,,
02252200,33.0,,
02252300,33.0,,
02260000,33.0,,
02260100,37.0,,
02260900,37.0,,
02261000,35.0,,
02261100,37.0,,
02261300,32.0,,
02261400,35.0,,
02261500,34.0,,
02262100,34.0,,
02262200,35.0,,
02262300,36.0,,
02270900,,147.0,
02271000,,155.0,
02271100,,151.0,
02271300,,146.0,
02271400,,141.0,
02271500,,149.0,
02272100,,119.0,
02272200,,124.0,
02272300,,131.0,
02280900,,150.0,
02281000,,159.0,
02281100,,155.0,
02281300,,154.0,
02281400,,148.0,
02281500,,144.0,
02282100,,151.0,
02282200,,144.0,
02282300,,148.0,
02290000,34.0,,
02290100,34.0,,
02290900,33.0,,
02291000,40.0,,
02291100,44.0,,
02291300,44.0,,
02291400,44.0,,
02291500,48.0,,
02292100,34.0,,
02292200,33.0,,
02292300,37.0,,
03010000,34.0,,
03010100,33.0,,
03010900,32.0,145.0,
03011000,40.0,142.0,
03011100,47.0,150.0,
03011300,46.0,155.0,
03011400,48.0,149.0,
03011500,47.0,154.0,
03012100,45.0,148.0,
03012200,43.0,147.0,
03012300,41.0,144.0,
03020000,40.0,,
03020100,41.0,,
03020900,41.0,157.0,
03021000,36.0,172.0,
03021100,38.0,172.0,
03021300,34.0,157.0,
03021400,22.0,158.0,
03021500,17.0,156.0,
03022100,47.0,158.0,
03022200,42.0,162.0,
03022300,40.0,165.0,
03030000,10.0,,
03030100,9.0,,
03030900,10.0,135.0,
03031000,11.0,158.0,
03031100,11.0,159.0,
03031300,9.0,165.0,
03031400,14.0,173.0,
03031500,15.0,193.0,
03032100,13.0,154.0,
03032200,9.0,139.0,
03032300,14.0,141.0,
03040000,10.0,,
03040100,9.0,,
03040900,6.0,,
03041000,-2.0,,
03041100,-5.0,,
03041300,-2.0,,
03041400,1.0,,
03041500,-8.0,,
03042100,13.0,,
03042200,9.0,,
03042300,8.0,,
03060900,,193.0,
03061000,,185.0,
03061100,,186.0,
03061300,,184.0,
03061400,,181.0,
03061500,,183.0,
03062100,,192.0,
03062200,,193.0,
03062300,,191.0,
03070000,0.0,,
03070100,1.0,,
03070900,1.0,169.0,
03071000,1.0,170.0,
03071100,1.0,167.0,
03071300,1.0,166.0,
03071400,1.0,160.0,
03071500,1.0,173.0,
03072100,-5.0,169.0,
03072200,5.0,166.0,
03072300,0.0,167.0,
03080000,3.0,,
03080100,3.0,,
03080900,3.0,177.0,
03081000,3.0,176.0,
03081100,8.0,169.0,
03081300,16.0,179.0,
03081400,13.0,180.0,
03081500,3.0,189.0,
03082100,-8.0,172.0,
03082200,3.0,174.0,
03082300,3.0,184.0,
03090000,37.0,,
03090100,38.0,,
03090900,39.0,192.0,
03091000,39.0,191.0,
03091100,37.0,183.0,
03091300,39.0,187.0,
03091400,37.0,180.0,
03091500,46.0,183.0,
03092100,15.0,184.0,
03092200,34.0,188.0,
03092300,31.0,193.0,
03100000,45.0,,
03100100,42.0,,
03100900,44.0,185.0,
03101000,39.0,184.0,
03101100,40.0,184.0,
03101300,49.0,186.0,
03101400,42.0,190.0,
03101500,44.0,199.0,
03102100,49.0,186.0,
03102200,47.0,177.0,
03102300,49.0,180.0,
03110000,47.0,,
03110100,54.0,,
03110900,56.0,,
03111000,61.0,,
03111100,62.0,,
03111300,59.0,,
03111400,70.0,,
03111500,60.0,,
03112100,41.0,,
03112200,48.0,,
03112300,43.0,,
03130900,,200.0,
03131000,,217.0,
03131100,,240.0,
03131300,,239.0,
03131400,,251.0,
03131500,,262.0,
03132100,,186.0,
03132200,,192.0,
03132300,,192.0,
03140000,82.0,,
03140100,61.0,,
03140900,65.0,280.0,
03141000,70.0,289.0,
03141100,58.0,290.0,
03141300,65.0,293.0,
03141400,61.0,284.0,
03141500,55.0,294.0,
03142100,60.0,261.0,
03142200,70.0,259.0,
03142300,70.0,278.0,
03150000,62.0,,
03150100,57.0,,
03150900,58.0,234.0,
03151000,60.0,239.0,
03151100,45.0,221.0,
03151300,47.0,221.0,
03151400,46.0,235.0,
03151500,50.0,226.0,
03152100,61.0,299.0,
03152200,64.0,274.0,
03152300,60.0,229.0,
03160000,50.0,,
03160100,47.0,,
03160900,49.0,236.0,
03161000,45.0,216.0,
03161100,54.0,212.0,
03161300,57.0,206.0,
03161400,60.0,198.0,
03161500,57.0,186.0,
03162100,45.0,221.0,
03162200,50.0,226.0,
03162300,51.0,236.0,
03170000,57.0,,
03170100,58.0,,
03170900,58.0,198.0,
03171000,54.0,218.0,
03171100,53.0,217.0,
03171300,43.0,210.0,
03171400,52.0,214.0,
03171500,56.0,206.0,
03172100,60.0,183.0,
03172200,58.0,187.0,
03172300,67.0,203.0,
03180000,60.0,,
03180100,54.0,,
03180900,55.0,,
03181000,48.0,,
03181100,43.0,,
03181300,39.0,,
03181400,41.0,,
03181500,37.0,,
03182100,55.0,,
03182200,64.0,,
03182300,67.0,,
03200900,,215.0,
03201000,,214.0,
03201100,,212.0,
03201300,,214.0,
03201400,,223.0,
03201500,,247.0,
03202100,,205.0,
03202200,,220.0,
03202300,,215.0,
03210000,48.0,,
03210100,39.0,,
03210900,38.0,276.0,
03211000,43.0,276.0,
03211100,34.0,252.0,
03211300,35.0,237.0,
03211400,41.0,239.0,
03211500,45.0,247.0,
03212100,39.0,243.0,
03212200,48.0,255.0,
03212300,49.0,278.0,
03220000,51.0,,
03220100,50.0,,
03220900,50.0,263.0,
03221000,54.0,269.0,
03221100,52.0,277.0,
03221300,55.0,294.0,
03221400,54.0,298.0,
03221500,56.0,288.0,
03222100,46.0,251.0,
03222200,55.0,258.0,
03222300,58.0,267.0,
03230000,75.0,,
03230100,78.0,,
03230900,80.0,263.0,
03231000,66.0,276.0,
03231100,63.0,272.0,
03231300,63.0,266.0,
03231400,69.0,271.0,
03231500,75.0,290.0,
03232100,57.0,290.0,
03232200,67.0,287.0,
03232300,72.0,263.0,
03240000,115.0,,
03240100,89.0,,
03240900,93.0,274.0,
03241000,93.0,283.0,
03241100,92.0,285.0,
03241300,90.0,274.0,
03241400,102.0,273.0,
03241500,105.0,274.0,
03242100,80.0,288.0,
03242200,92.0,283.0,
03242300,100.0,274.0,
03250000,115.0,,
03250100,113.0,,
03250900,112.0,,
03251000,118.0,,
03251100,111.0,,
03251300,109.0,,
03251400,116.0,,
03251500,114.0,,
03252100,103.0,,
03252200,120.0,,
03252300,118.0,,
03270900,,304.0,
03271000,,256.0,
03271100,,264.0,
03271300,,259.0,
03271400,,257.0,
03271500,,252.0,
03272100,,276.0,
03272200,,278.0,
03272300,,275.0,
03280000,135.0,,
03280100,132.0,,
03280900,129.0,249.0,
03281000,127.0,257.0,
03281100,126.0,253.0,
03281300,135.0,264.0,
03281400,136.0,237.0,
03281500,144.0,248.0,
03282100,115.0,251.0,
03282200,135.0,248.0,
03282300,139.0,251.0,
03290000,139.0,,
03290100,132.0,,
03290900,131.0,206.0,
03291000,152.0,208.0,
03291100,151.0,212.0,
03291300,152.0,196.0,
03291400,144.0,197.0,
03291500,131.0,204.0,
03292100,140.0,250.0,
03292200,144.0,232.0,
03292300,145.0,204.0,
03300000,144.0,,
03300100,147.0,,
03300900,149.0,207.0,
03301000,149.0,226.0,
03301100,148.0,227.0,
03301300,147.0,230.0,
03301400,140.0,237.0,
03301500,143.0,237.0,
03302100,128.0,206.0,
03302200,133.0,215.0,
03302300,136.0,211.0,
03310000,140.0,,
03310100,136.0,,
03310900,139.0,223.0,
03311000,131.0,240.0,
03311100,134.0,240.0,
03311300,133.0,243.0,
03311400,131.0,251.0,
03311500,124.0,255.0,
03312100,150.0,231.0,
03312200,141.0,216.0,
03312300,142.0,216.0,
04010000,117.0,,
04010100,119.0,,
04010900,120.0,,
04011000,119.0,,
04011100,116.0,,
04011300,118.0,,
04011400,118.0,,
04011500,129.0,,
04012100,128.0,,
04012200,130.0,,
04012300,117.0,,
04050700,,255.0,
04050800,123.0,241.0,
04050900,121.0,238.0,
04051000,139.0,213.0,
04051100,146.0,226.0,
04051300,151.0,227.0,
04051400,158.0,218.0,
04051500,157.0,236.0,
04060000,158.0,,
04060100,161.0,,
04060900,161.0,237.0,
04061000,160.0,249.0,
04061100,164.0,245.0,
04061300,167.0,244.0,
04061400,169.0,248.0,
04061500,168.0,253.0,
04062100,157.0,233.0,
04062200,159.0,220.0,
04062300,159.0,228.0,
04070000,163.0,,
04070100,169.0,,
04070900,170.0,278.0,
04071000,165.0,273.0,
04071100,165.0,278.0,
04071300,168.0,278.0,
04071400,163.0,288.0,
04071500,166.0,281.0,
04072100,168.0,255.0,
04072200,168.0,261.0,
04072300,167.0,281.0,
04080000,175.0,,
04080100,176.0,,
04080900,179.0,,
04081000,174.0,,
04081100,176.0,,
04081300,175.0,,
04081400,179.0,,
04081500,174.0,,
04082100,171.0,,
04082200,168.0,,
04082300,175.0,,
04100900,,297.0,
04101000,,316.0,
04101100,,312.0,
04101300,,325.0,
04101400,,315.0,
04101500,,324.0,
04102100,,287.0,
04102200,,291.0,
04102300,,300.0,
04110000,181.0,,
04110100,180.0,,
04110900,175.0,279.0,
04111000,187.0,273.0,
04111100,182.0,277.0,
04111300,192.0,282.0,
04111400,191.0,284.0,
04111500,189.0,289.0,
04112100,174.0,323.0,
04112200,185.0,274.0,
04112300,182.0,282.0,
04120000,167.0,,
04120100,168.0,,
04120900,169.0,278.0,
04121000,168.0,292.0,
04121100,168.0,272.0,
04121300,166.0,276.0,
04121400,162.0,262.0,
04121500,154.0,261.0,
04122100,189.0,285.0,
04122200,183.0,269.0,
04122300,179.0,291.0,
04130000,112.0,,
04130100,110.0,,
04130900,108.0,269.0,
04131000,97.0,271.0,
04131100,111.0,267.0,
04131300,110.0,267.0,
04131400,101.0,267.0,
04131500,113.0,273.0,
04132100,151.0,265.0,
04132200,126.0,268.0,
04132300,123.0,268.0,
04140000,124.0,,
04140100,125.0,,
04140900,125.0,266.0,
04141000,128.0,283.0,
04141100,130.0,278.0,
04141300,131.0,288.0,
04141400,141.0,279.0,
04141500,135.0,274.0,
04142100,110.0,276.0,
04142200,117.0,267.0,
04142300,130.0,262.0,
04150000,129.0,,
04150100,127.0,,
04150900,128.0,,
04151000,107.0,,
04151100,116.0,,
04151300,118.0,,
04151400,125.0,,
04151500,122.0,,
04152100,140.0,,
04152200,129.0,,
04152300,125.0,,
04170900,,318.0,
04171000,,305.0,
04171100,,297.0,
04171300,,297.0,
04171400,,299.0,
04171500,,305.0,
04172100,,279.0,
04172200,,288.0,
04172300,,289.0,
04180000,105.0,,
04180100,105.0,,
04180900,92.0,290.0,
04181000,102.0,276.0,
04181100,103.0,259.0,
04181300,105.0,250.0,
04181400,99.0,257.0,
04181500,97.0,248.0,
04182100,128.0,296.0,
04182200,113.0,271.0,
04182300,109.0,292.0,
04190000,110.0,,
04190100,109.0,,
04190900,109.0,243.0,
04191000,106.0,247.0,
04191100,104.0,244.0,
04191300,107.0,261.0,
04191400,103.0,243.0,
04191500,111.0,239.0,
04192100,96.0,240.0,
04192200,113.0,244.0,
04192300,114.0,241.0,
04200000,106.0,,
04200100,111.0,,
04200900,110.0,231.0,
04201000,112.0,254.0,
04201100,111.0,243.0,
04201300,115.0,259.0,
04201400,115.0,248.0,
04201500,112.0,226.0,
04202100,101.0,240.0,
04202200,111.0,246.0,
04202300,120.0,241.0,
04210000,129.0,,
04210100,146.0,,
04210900,148.0,205.0,
04211000,148.0,205.0,
04211100,140.0,201.0,
04211300,138.0,201.0,
04211400,128.0,211.0,
04211500,141.0,214.0,
04212100,113.0,221.0,
04212200,148.0,224.0,
04212300,125.0,202.0,
04220000,146.0,,
04220100,141.0,,
04220900,139.0,,
04221000,132.0,,
04221100,129.0,,
04221300,140.0,,
04221400,132.0,,
04221500,131.0,,
04222100,116.0,,
04222200,165.0,,
04222300,161.0,,
04240900,,239.0,
04241000,,257.0,
04241100,,268.0,
04241300,,259.0,
04241400,,258.0,
04241500,,226.0,
04242100,,209.0,
04242200,,213.0,
04242300,,217.0,
04250000,140.0,,
04250100,156.0,,
04250900,155.0,239.0,
04251000,162.0,255.0,
04251100,154.0,257.0,
04251300,159.0,255.0,
04251400,156.0,254.0,
04251500,149.0,254.0,
04252100,132.0,232.0,
04252200,125.0,253.0,
04252300,134.0,247.0,
04260000,151.0,,
04260100,156.0,,
04260900,156.0,256.0,
04261000,150.0,271.0,
04261100,151.0,271.0,
04261300,155.0,271.0,
04261400,157.0,279.0,
04261500,155.0,291.0,
04262100,155.0,236.0,
04262200,153.0,257.0,
04262300,156.0,260.0,
04270000,142.0,,
04270100,152.0,,
04270900,150.0,296.0,
04271000,145.0,305.0,
04271100,149.0,309.0,
04271300,155.0,303.0,
04271400,145.0,308.0,
04271500,135.0,299.0,
04272100,157.0,292.0,
04272200,159.0,292.0,
04272300,153.0,303.0,
04280000,128.0,,
04280100,127.0,,
04280900,127.0,289.0,
04281000,120.0,303.0,
04281100,116.0,317.0,
04281300,112.0,325.0,
04281400,113.0,331.0,
04281500,112.0,294.0,
04282100,147.0,290.0,
04282200,128.0,298.0,
04282300,131.0,292.0,
04290000,127.0,,
04290100,130.0,,
04290900,133.0,,
04291000,174.0,,
04291100,204.0,,
04291300,211.0,,
04291400,215.0,,
04291500,207.0,,
04292100,103.0,,
04292200,126.0,,
04292300,134.0,,
10190000,-21.0,,
10190100,-22.0,,
10190900,-23.0,19.0,146.0
10191000,-22.0,12.0,149.0
10191100,-20.0,10.0,150.0
10191300,-21.0,11.0,148.0
10191400,-26.0,10.0,152.0
10191500,-24.0,6.0,149.0
10192100,-19.0,14.0,157.0
10192200,-23.0,12.0,146.0
10192300,-27.0,12.0,147.0
10200000,-23.0,,
10200100,-24.0,,
10200900,-23.0,19.0,153.0
10201000,-27.0,13.0,162.0
10201100,-27.0,24.0,173.0
10201300,-22.0,23.0,186.0
10201400,-25.0,22.0,182.0
10201500,-24.0,22.0,169.0
10202100,-26.0,3.0,146.0
10202200,-26.0,6.0,153.0
10202300,-23.0,19.0,154.0
10210000,-22.0,,
10210100,-25.0,,
10210900,-25.0,27.0,
10211000,-24.0,25.0,
10211100,-26.0,25.0,
10211300,-26.0,24.0,
10211400,-25.0,26.0,
10211500,-26.0,30.0,
10212100,-24.0,23.0,
10212200,-22.0,28.0,
10212300,-22.0,23.0,
10220000,-24.0,,
10220100,-25.0,,
10220900,-24.0,,
10221000,-25.0,,
10221100,-25.0,,
10221300,-26.0,,
10221400,-25.0,,
10221500,-25.0,,
10222100,-26.0,,
10222200,-26.0,,
10222300,-24.0,,
10230000,-29.0,,
10230100,-30.0,,
10230900,-30.0,,147.0
10231000,-30.0,,167.0
10231100,-26.0,,166.0
10231300,-27.0,,164.0
10231400,-30.0,,160.0
10231500,-27.0,,159.0
10232100,-23.0,,166.0
10232200,-27.0,,167.0
10232300,-26.0,,130.0
10240900,,39.0,180.0
10241000,,25.0,165.0
10241100,,29.0,170.0
10241300,,26.0,178.0
10241400,,39.0,174.0
10241500,,36.0,170.0
10242100,,28.0,156.0
10242200,,29.0,164.0
10242300,,28.0,175.0
10250900,,35.0,170.0
10251000,,33.0,171.0
10251100,,30.0,168.0
10251300,,32.0,159.0
10251400,,34.0,158.0
10251500,,29.0,162.0
10252100,,36.0,163.0
10252200,,34.0,164.0
10252300,,33.0,169.0
10260000,-27.0,,
10260100,-29.0,,
10260900,-28.0,19.0,159.0
10261000,-29.0,19.0,148.0
10261100,-28.0,18.0,161.0
10261300,-27.0,16.0,169.0
10261400,-27.0,17.0,154.0
10261500,-26.0,23.0,144.0
10262100,-30.0,27.0,130.0
10262200,-28.0,26.0,156.0
10262300,-26.0,16.0,157.0
10270000,-27.0,,
10270100,-26.0,,
10270900,-26.0,28.0,
10271000,-24.0,22.0,
10271100,-21.0,6.0,
10271300,-21.0,-4.0,
10271400,-22.0,0.0,
10271500,-19.0,3.0,
10272100,-26.0,25.0,
10272200,-26.0,23.0,
10272300,-25.0,23.0,
10280000,-21.0,,
10280100,-21.0,,
10280900,-21.0,10.0,
10281000,-22.0,5.0,
10281100,-20.0,3.0,
10281300,-23.0,2.0,
10281400,-22.0,0.0,
10281500,-22.0,5.0,
10282100,-23.0,-1.0,
10282200,-21.0,5.0,
10282300,-21.0,5.0,
10290000,-22.0,,
10290100,-21.0,,
10290900,-21.0,,
10291000,-22.0,,
10291100,-22.0,,
10291300,-22.0,,
10291400,-21.0,,
10291500,-22.0,,
10292100,-24.0,,
10292200,-20.0,,
10292300,-21.0,,
10300000,-22.0,,
10300100,-25.0,,
10300900,-25.0,,
10301000,-25.0,,
10301100,-25.0,,
10301300,-26.0,,
10301400,-26.0,,
10301500,-27.0,,
