,0,1,2
0,,101.0,0.0
1,,98.0,0.0
2,,100.0,0.0
3,,105.0,0.0
4,,102.0,0.0
5,,102.0,0.0
6,,104.0,0.0
7,,113.0,0.0
8,,115.0,0.0
9,,122.0,0.0
10,,117.0,0.0
11,,114.0,0.0
12,,123.0,0.0
13,,120.0,0.0
14,,104.0,0.0
15,,108.0,0.0
16,,108.0,0.0
17,,107.0,0.0
18,,105.0,0.0
19,,108.0,0.0
20,0.00285177824068,108.0,0.0886075949367
21,0.00311128660795,105.0,0.0886075949367
22,0.00247156992608,105.0,0.0649350649351
23,0.002964169914,111.0,0.0769230769231
24,0.00643895176334,118.0,0.19512195122
25,0.00860073505213,124.0,0.25
26,0.00821795280222,125.0,0.241379310345
27,0.00474276286186,125.0,0.153846153846
28,0.00465889513799,126.0,0.142857142857
29,0.00329380764163,129.0,0.0958904109589
30,0.00459601066274,129.0,0.176470588235
31,0.00859140694,138.0,0.324324324324
32,0.00299433674663,130.0,0.0958904109589
33,0.000246969988457,119.0,-0.0123456790123
34,0.00386396054739,114.0,0.142857142857
35,0.00231418672954,113.0,0.0746268656716
36,0.00423696508162,118.0,0.138888888889
37,0.00455511326458,118.0,0.154929577465
38,0.00587766730332,120.0,0.211267605634
39,0.00376629184769,117.0,0.12676056338
40,0.00233962369885,112.0,0.0526315789474
41,0.00178917650348,107.0,0.025641025641
42,-0.00133539366716,99.0,-0.0697674418605
43,-0.00253859743849,101.0,-0.121951219512
44,-0.00512638899728,101.0,-0.226666666667
45,-0.00651293633486,103.0,-0.295774647887
46,-0.00601044430332,106.0,-0.260273972603
47,-0.00560468667919,106.0,-0.260273972603
48,-0.00419456516366,111.0,-0.194805194805
49,-0.00780559623786,103.0,-0.317073170732
50,-0.00772812106005,103.0,-0.317073170732
51,-0.0127486663971,98.0,-0.512820512821
52,-0.010507076577,96.0,-0.472222222222
53,-0.00727438349925,95.0,-0.387096774194
54,-0.00447277692063,99.0,-0.245901639344
55,-0.00430747630748,99.0,-0.233333333333
56,-0.0082321250082,93.0,-0.409836065574
57,-0.00893010839168,91.0,-0.428571428571
58,-0.0101390226792,89.0,-0.492063492063
59,-0.00658046280327,96.0,-0.313432835821
60,-0.00402205825678,99.0,-0.2
61,-0.0023464084411,100.0,-0.114754098361
62,0.000639104117934,100.0,0.0188679245283
63,-0.00542306199977,85.0,-0.242424242424
64,-0.00339311961369,91.0,-0.138888888889
65,-0.00484255867555,89.0,-0.194444444444
66,-0.00565919356656,89.0,-0.246376811594
67,-0.00498405103668,91.0,-0.211267605634
68,-0.00741759602885,89.0,-0.323529411765
69,-0.00476750619302,89.0,-0.233333333333
70,-0.00550233711132,87.0,-0.258064516129
71,-0.00650616121716,79.0,-0.292307692308
72,-0.00916165262736,70.0,-0.361111111111
73,-0.00873436089095,70.0,-0.352112676056
74,-0.00998782516676,70.0,-0.432835820896
75,-0.00888189041209,73.0,-0.371428571429
76,-0.00751999652793,71.0,-0.333333333333
77,-0.0115804179216,58.0,-0.428571428571
78,-0.014381681694,49.0,-0.47619047619
79,-0.0218849004379,36.0,-0.666666666667
80,-0.0225992776596,37.0,-0.704545454545
81,-0.0229648774571,37.0,-0.724137931034
82,-0.0233458338294,36.0,-0.727272727273
83,-0.0175536634157,37.0,-0.648648648649
84,-0.017024574864,44.0,-0.626666666667
85,-0.0189733095978,37.0,-0.65
86,-0.0212929876159,31.0,-0.674418604651
87,-0.0239452353032,26.0,-0.730337078652
88,-0.0227297347775,27.0,-0.704545454545
89,-0.0219395247086,29.0,-0.666666666667
90,-0.0230327847643,24.0,-0.677419354839
91,-0.0227540097183,17.0,-0.673913043478
92,-0.0212869106284,12.0,-0.659090909091
93,-0.0157625544337,27.0,-0.417475728155
94,-0.0161172936035,26.0,-0.423076923077
95,-0.0149819808128,32.0,-0.383177570093
96,-0.0142726642124,32.0,-0.371428571429
97,-0.00665207357085,40.0,-0.18
98,-0.00385464625826,39.0,-0.108695652174
99,0.000502582716739,38.0,0.025
100,-0.000231727074277,37.0,0.0
101,-0.000569911555498,36.0,-0.0123456790123
102,-0.000550877469112,35.0,-0.0123456790123
103,0.00258158108192,45.0,0.0888888888889
104,-0.00176066816441,40.0,-0.0454545454545
105,-0.000320471683925,37.0,0.0
106,-0.000211132406861,31.0,0.0
107,0.00125,30.0,0.05
108,0.00344595421716,37.0,0.116279069767
109,0.000974069111684,32.0,0.0337078651685
110,0.0021545164506,30.0,0.0697674418605
111,0.00504762973892,31.0,0.175
112,0.00832209194839,35.0,0.291139240506
113,0.00252178401223,34.0,0.107692307692
114,0.00289369316722,34.0,0.125
115,0.000748910675381,34.0,0.0344827586207
116,0.00250328217563,39.0,0.111111111111
117,0.00144132544479,44.0,0.0666666666667
118,-0.00150173167772,35.0,-0.0588235294118
119,-0.00185913238541,33.0,-0.0724637681159
120,-2.45620715412e-05,37.0,0.0
121,-0.000358691186415,35.0,-0.013698630137
122,-0.00109947153656,32.0,-0.04
123,-0.00688030891679,26.0,-0.267605633803
124,-0.00389196720519,29.0,-0.159420289855
125,-0.0020623695392,31.0,-0.0882352941176
126,0.0031950680275,40.0,0.12676056338
127,0.00732620653423,51.0,0.259259259259
128,0.00554891049977,53.0,0.210526315789
129,0.00250487810892,39.0,0.0823529411765
130,0.00458179979756,43.0,0.149425287356
131,0.00425626211863,43.0,0.139534883721
132,0.00211650493137,41.0,0.0714285714286
133,0.00349511592904,44.0,0.116279069767
134,0.00313914963166,43.0,0.103448275862
135,0.00275252144169,42.0,0.0909090909091
136,-0.000102214302507,39.0,0.0
