,0,1,2
0,,447.0,0.0
1,,447.0,0.0
2,,453.0,0.0
3,,453.0,0.0
4,,461.0,0.0
5,,460.0,0.0
6,,418.0,0.0
7,,417.0,0.0
8,,414.0,0.0
9,,425.0,0.0
10,,406.0,0.0
11,,414.0,0.0
12,,426.0,0.0
13,,425.0,0.0
14,,412.0,0.0
15,,422.0,0.0
16,,422.0,0.0
17,,429.0,0.0
18,,410.0,0.0
19,,414.0,0.0
20,,419.0,0.0
21,,429.0,0.0
22,,417.0,0.0
23,,417.0,0.0
24,,417.0,0.0
25,,409.0,0.0
26,,415.0,0.0
27,,428.0,0.0
28,,427.0,0.0
29,,427.0,0.0
30,,434.0,0.0
31,,431.0,0.0
32,,422.0,0.0
33,,413.0,0.0
34,,423.0,0.0
35,,418.0,0.0
36,,417.0,0.0
37,,417.0,0.0
38,,420.0,0.0
39,,423.0,0.0
40,-0.00873123838321,412.0,-0.124555160142
41,-0.00716509090206,418.0,-0.101045296167
42,-0.00785523526575,417.0,-0.127659574468
43,-0.00925803593127,413.0,-0.13986013986
44,-0.011510659823,411.0,-0.178571428571
45,-0.00969155372241,417.0,-0.150877192982
46,0.00201136428607,419.0,0.00408163265306
47,0.00552595734733,431.0,0.0546875
48,0.00366711383492,421.0,0.0266159695817
49,-0.00119000439021,411.0,-0.0534351145038
50,-0.00234783860444,388.0,-0.0676691729323
51,-0.00462989678889,387.0,-0.104247104247
52,-0.00909993214489,381.0,-0.177865612648
53,-0.00638073826406,388.0,-0.142857142857
54,-0.00366725111623,387.0,-0.101214574899
55,-0.00923303472045,377.0,-0.182186234818
56,-0.00816069495169,381.0,-0.163346613546
57,-0.0114614733778,375.0,-0.216
58,-0.00730538488649,372.0,-0.162393162393
59,-0.00737911051383,376.0,-0.162393162393
60,-0.00852427703777,377.0,-0.182608695652
61,-0.00656774457959,394.0,-0.147679324895
62,-2.02273426497e-05,409.0,-0.0333333333333
63,0.000638107256123,412.0,-0.0205761316872
64,-0.000574338145248,408.0,-0.0364372469636
65,0.00278225522662,416.0,0.0283400809717
66,0.00151176022495,417.0,0.00826446280992
67,-0.000927209124694,419.0,-0.038961038961
68,-0.00161636337782,413.0,-0.0593220338983
69,-0.00262232688603,409.0,-0.075
70,-0.0173156115203,362.0,-0.257142857143
71,-0.016773044298,361.0,-0.251798561151
72,-0.0150385176301,359.0,-0.232472324723
73,-0.0126760459636,359.0,-0.206106870229
74,-0.0190926054353,344.0,-0.295880149813
75,-0.0138267997271,362.0,-0.2
76,-0.0140057137999,361.0,-0.2
77,-0.0151723689215,356.0,-0.214035087719
78,-0.0135303095698,365.0,-0.189003436426
79,-0.0140873350973,365.0,-0.201388888889
80,-0.0101640583073,369.0,-0.153024911032
81,-0.0150216314626,356.0,-0.215277777778
82,-0.0150052784039,356.0,-0.212543554007
83,-0.0122916880754,362.0,-0.176470588235
84,-0.00966947960619,371.0,-0.135135135135
85,-0.0101021147322,376.0,-0.138983050847
86,-0.0108864953915,375.0,-0.149659863946
87,-0.014992178912,371.0,-0.20979020979
88,-0.00703889406068,393.0,-0.0939597315436
89,-0.0100950933182,371.0,-0.129032258065
90,-0.000126702747974,389.0,0.00327868852459
91,0.000299887701627,390.0,0.00983606557377
92,0.0197288704494,467.0,0.228723404255
93,0.0188131381341,474.0,0.228723404255
94,0.00831959154581,431.0,0.105263157895
95,0.00674857182856,412.0,0.0819672131148
96,0.0062671884468,415.0,0.0798122065728
97,0.00815437337329,417.0,0.0995260663507
98,0.0148917345469,442.0,0.157657657658
99,0.0224443838122,480.0,0.217573221757
100,0.0372600810189,549.0,0.315018315018
101,0.0305553846404,540.0,0.271375464684
102,0.016675699268,494.0,0.149384885764
103,0.0147194165615,490.0,0.136842105263
104,0.0178849094808,498.0,0.156794425087
105,0.0159327022478,498.0,0.144876325088
106,0.0163717020663,501.0,0.147887323944
107,0.0140903838595,494.0,0.130890052356
108,0.0144095056318,492.0,0.138840070299
109,0.0204938522075,511.0,0.174657534247
110,0.0431126316486,557.0,0.334476843911
111,0.0454022363206,565.0,0.345762711864
112,0.0470921221743,569.0,0.35472972973
113,0.0410196092198,539.0,0.289389067524
114,0.0439999092785,536.0,0.314754098361
115,0.0428542770354,552.0,0.3125
116,0.0431148294065,552.0,0.314662273476
117,0.0436693242217,550.0,0.32119205298
118,0.0440013361569,562.0,0.324546952224
119,0.0471165543785,574.0,0.337641357027
120,0.0513999956882,595.0,0.35534591195
121,0.0556520164196,599.0,0.387559808612
122,0.0591823689953,615.0,0.402799377916
123,0.0502619858528,583.0,0.330343796712
124,0.0507731571029,593.0,0.331343283582
125,0.0500065685759,594.0,0.327327327327
126,0.0512720600685,596.0,0.331334332834
127,0.0524128189622,597.0,0.340361445783
128,0.0479000385248,599.0,0.319875776398
129,0.0557403370776,612.0,0.379527559055
130,0.0496194739048,604.0,0.344
131,0.0514809507797,612.0,0.351265822785
132,0.0335806246256,611.0,0.258992805755
133,0.0309616337135,607.0,0.240506329114
134,0.0420115459355,606.0,0.342465753425
135,0.00323806300232,418.0,0.00882352941176
136,0.0127153388823,455.0,0.0560224089636
137,-0.00111657531847,406.0,-0.0144546649146
138,-0.0046158459394,416.0,-0.0348525469169
139,0.0921501537642,899.0,0.351805205709
140,0.0841993043504,926.0,0.328111401218
141,0.0828045317835,912.0,0.322357019064
142,,,0.0
143,,,0.0
144,,,0.0
145,,,0.0
