bid_spread, ask_spread, long_bid_spread, short_ma_bid_spread, long_ask_spread, short_ma_ask_spread, std
95.0,95.0,96.5480739571,96.7101045938,95.5841454712,95.5219214617,4.0405926408
95.0,95.0,96.6051305859,96.9223559103,95.6571348022,95.8108297545,4.04638899377
95.0,95.0,96.5785995018,96.7983329484,95.6462730699,95.7585181575,4.04638899377
100.0,100.0,96.6351515762,97.004892113,95.7182354985,96.0321621473,4.05174859371
95.0,95.0,96.6081242774,96.8755442347,95.7890084655,96.2881516862,4.04638899377
95.0,95.0,96.6641883389,97.077122026,95.8586116314,96.527625771,4.05174859371
95.0,95.0,96.7193257218,97.2656947986,95.8444197036,96.4290692696,4.05667317173
95.0,95.0,96.7735517429,97.4421015858,95.8304623531,96.3368712522,4.06116431034
95.0,95.0,96.8268814662,97.6071272899,95.8167357026,96.250621494,4.06522344609
90.0,90.0,96.8793297064,97.7615061744,95.803235939,96.1699362363,4.06885187191
90.0,85.0,96.9309110335,97.9059251309,95.7899593119,96.0944564791,4.02336923486
95.0,90.0,96.9816397768,98.0410267354,95.7769021332,96.0238463837,3.97562014729
100.0,100.0,97.0315300284,98.1674121073,95.7640607756,95.9577917783,3.97714826645
85.0,85.0,97.0805956478,98.2856435842,95.7514316719,95.8959987604,3.97714826645
95.0,95.0,97.1288502652,98.396247224,95.7390113136,95.8381923887,3.81881307913
95.0,90.0,97.0110180294,97.8545538547,95.7267962506,95.7841154604,3.87275920874
95.0,95.0,96.8951334339,97.3478084447,95.6321384613,95.410946721,3.92552190444
95.0,95.0,96.9464535424,97.5189175773,95.6216898917,95.3844340294,3.92618524213
100.0,100.0,96.9969253847,97.678987411,95.6114140258,95.3596318339,3.9264063298
95.0,95.0,97.0465629816,97.8287301587,95.6839526369,95.6590104253,3.9264063298
100.0,95.0,97.0953801224,97.9688120839,95.7552922627,95.9390742688,3.92618524213
95.0,95.0,97.2260349964,98.4224371108,95.8254527212,96.2010694773,3.97823942076
95.0,95.0,97.3545302857,98.8467960069,95.8944535027,96.4461617691,4.0276819912
95.0,95.0,97.3982570579,98.9211962645,95.8796691473,96.3528610098,4.0257418226
95.0,95.0,97.4412610734,98.9907965055,95.9477737894,96.5881602995,4.02336923486
95.0,95.0,97.4835542788,99.0559064084,95.932108107,96.4856983447,4.02056346245
95.0,95.0,97.525148423,99.1168156723,95.9167013614,96.3898468385,4.01732359773
95.0,95.0,97.5660550606,99.1737953064,95.9015492728,96.3001793006,4.0136485895
95.0,95.0,97.6062855555,99.227098835,95.8866476319,96.2162967651,4.00953724124
95.0,95.0,97.6458510835,99.2769634263,95.8719922992,96.137826006,4.00498820917
100.0,100.0,97.6021180077,99.001030302,95.8575792033,96.0644178766,4.00498820917
100.0,100.0,97.5591077927,98.7428993148,95.8434043404,95.9957457555,4.00953724124
100.0,100.0,97.5994531185,98.8240025848,95.8294637728,95.9315040939,4.00953724124
100.0,100.0,97.7217762074,99.2224540309,95.8983982559,96.1939877007,4.05667317173
100.0,100.0,97.759432799,99.272618287,95.9661933261,96.4395368813,4.05667317173
95.0,90.0,97.7964669677,99.3195461395,95.9502231885,96.3466635341,4.05667317173
95.0,95.0,97.7502443732,99.0408657434,96.0171616481,96.582362661,4.05667317173
105.0,105.0,97.7047857885,98.7801647277,96.0003490589,96.4802747474,4.05667317173
100.0,100.0,97.7427232135,98.8588637775,95.9838143637,96.3847731508,4.00953724124
100.0,100.0,97.7800335736,98.9324854693,96.0501975974,96.6180135926,4.00953724124
100.0,100.0,97.8167272335,99.0013573745,96.1154835875,96.8362062641,4.00953724124
105.0,105.0,97.8528143867,99.065785931,96.0970458423,96.7177413438,4.00953724124
110.0,110.0,97.7230158018,98.4808965161,95.996268225,96.2843386765,4.02056346245
100.0,95.0,97.6780072761,98.2563225473,95.9798009817,96.2014781167,3.86939558875
100.0,100.0,97.633742693,98.0462372217,95.9636059241,96.1239633995,3.8709656418
95.0,95.0,97.6728543841,98.1722864332,96.0303231816,96.374030277,3.8709656418
100.0,100.0,97.7113196009,98.2902034375,96.0959376744,96.6079638075,3.86939558875
100.0,100.0,97.7491490289,98.4005128931,96.1604676302,96.8268048521,3.86939558875
100.0,105.0,97.7863531772,98.5037056097,96.2239309752,97.0315271198,3.86939558875
105.0,105.0,97.8229423809,98.6002407316,96.2863453392,97.2230414991,3.86939558875
105.0,105.0,97.7762821763,98.3679671361,96.3477280609,97.4022001121,3.81790372965
105.0,105.0,97.7303932147,98.1506789337,96.325451564,97.2472194597,3.76386326355
105.0,105.0,97.6852627483,97.9474093251,96.3861879018,97.4248182042,3.70716273659
105.0,105.0,97.6408782401,97.7572538848,96.3632757051,97.2683783201,3.64767810471
95.0,95.0,97.6798719882,97.9019471825,96.4233868504,97.4446119769,3.58793309426
100.0,100.0,97.5529319553,97.3921441385,96.317215167,96.96431443,3.64291549907
100.0,100.0,97.5107347329,97.2378122586,96.2954430154,96.8375844667,3.63981646363
95.0,95.0,97.4692349853,97.0934372742,96.2740307342,96.7190306302,3.63623737155
95.0,95.0,97.5110658119,97.28095745,96.252972375,96.6081254282,3.63981646363
95.0,95.0,97.55220522,97.45637955,96.3149067159,96.8269560458,3.64291549907
95.0,95.0,97.5926646379,97.6204840952,96.3758173487,97.0316685589,3.64553570214
95.0,100.0,97.632455305,97.7740012503,96.4357211941,97.2231738132,3.64767810471
95.0,95.0,97.5889436471,97.5950334277,96.4119902653,97.0797432446,3.64767810471
95.0,95.0,97.5461511901,97.4276119163,96.3886515832,96.9455662611,3.64767810471
95.0,95.0,97.5040660465,97.2709917926,96.2830540364,96.497465212,3.64767810471
95.0,95.0,97.462676525,97.1244761931,96.1792019036,96.078273908,3.64767810471
95.0,95.0,97.4219711279,96.9874132129,96.0770663349,95.6861272042,3.64767810471
100.0,100.0,97.3819385473,96.8591930056,95.9766189575,95.3192802878,3.64767810471
85.0,85.0,97.3425676622,96.7392450698,95.9604764954,95.2986815596,3.64553570214
95.0,100.0,97.3038475356,96.6270357104,95.9446008508,95.2794117816,3.47386072452
95.0,90.0,97.3484120391,96.8446463098,95.9289876136,95.261385215,3.47510991033
90.0,90.0,97.3095953112,96.7256368704,95.8309878184,94.9219410076,3.47510991033
90.0,90.0,97.2714201821,96.6143054594,95.8172524825,94.9269770716,3.41539610522
90.0,90.0,97.2338760468,96.5101567201,95.803744177,94.9316882283,3.35410196625
90.0,90.0,97.1969524758,96.4127272543,95.7904591493,94.9360954394,3.29113919824
95.0,95.0,97.1606392118,96.3215835605,95.8600383369,95.2627989594,3.22641011377
100.0,100.0,97.1249261669,96.236320105,95.7631781991,94.9232635427,3.22641011377
100.0,95.0,97.0898034204,96.1565575175,95.7505636834,94.9282142818,3.22721715346
95.0,90.0,97.0552612151,96.0819409035,95.7381576721,94.9328456185,3.22748612184
100.0,100.0,97.0212899553,96.0121382646,95.7259567189,94.9371781592,3.22748612184
95.0,100.0,96.987880204,95.9468390217,95.7139574343,94.9412311812,3.22721715346
100.0,100.0,96.95502268,95.8857526332,95.7021564849,94.9450227179,3.22721715346
95.0,95.0,97.0053528836,96.1511879472,95.6905505926,94.9485696393,3.22721715346
100.0,100.0,97.054851183,96.3994984022,95.6791365332,94.9518877271,3.22748612184
100.0,100.0,97.1035313288,96.6317888279,95.667911136,94.9549917447,3.22748612184
95.0,95.0,97.151406844,96.8490927745,95.7395159106,95.2804761483,3.22748612184
100.0,100.0,97.1984910284,97.0523771116,95.8099371352,95.5849615581,3.22721715346
100.0,100.0,97.1621523337,96.919965685,95.7965497446,95.5472221027,3.22748612184
100.0,100.0,97.1264142786,96.7960969312,95.7833836331,95.5119174509,3.22721715346
95.0,95.0,97.0912669352,96.6802197098,95.7704351433,95.4788905186,3.22641011377
95.0,95.0,97.0567005395,96.5718184382,95.7577006781,95.4479943561,3.22641011377
95.0,95.0,97.0227054893,96.470410797,95.7451766999,95.4190914944,3.22641011377
95.0,95.0,96.9892723407,96.3755455843,95.7328597297,95.3920533335,3.22641011377
100.0,95.0,96.9563918062,96.2868007079,95.7207463457,95.3667595701,3.22641011377
95.0,90.0,96.9240547515,96.2037813074,95.708833183,95.3430976623,3.22506459884
100.0,95.0,96.8922521936,96.1261179972,95.697116932,95.3209623293,3.22506459884
95.0,95.0,96.943619926,96.3760458684,95.7682389662,95.6228357274,3.22506459884
100.0,95.0,96.9941386049,96.6098493607,95.8381854296,95.9052334224,3.22641011377
100.0,90.0,97.0438222643,96.8285687568,95.9069757531,96.1694119113,3.22641011377
105.0,110.0,97.0926847062,97.0331772241,95.8919844183,96.0939659815,3.22641011377
90.0,90.0,97.1407395045,97.2245851452,95.8772408742,96.0233875311,3.15980616494
95.0,95.0,97.1880000085,97.403644168,95.862741025,95.9573625291,3.09541551689
95.0,90.0,97.2344793472,97.5711509959,95.8484808428,95.8955972046,3.09569593683
95.0,90.0,97.1149011762,97.0826896413,95.751811738,95.5152360946,3.16200314498
90.0,90.0,97.079944132,96.9483225677,95.6567404696,95.1594144111,3.16200314498
95.0,90.0,97.0455648901,96.8226243375,95.480595999,94.5039683201,3.09569593683
95.0,90.0,97.0117539002,96.7050356706,95.3900076354,94.2133897188,3.09569593683
100.0,95.0,96.8958571415,96.2724527241,95.3009166001,93.941558124,3.16200314498
100.0,100.0,96.7818760317,95.8677783548,95.2132981439,93.6872640515,3.22506459884
95.0,90.0,96.7524235353,95.8117926545,95.2097725547,93.7719566933,3.2231799343
100.0,95.0,96.7234578571,95.7594189349,95.2063052398,93.8511852938,3.2231799343
100.0,95.0,96.6949709503,95.7104241649,95.2028952358,93.9253023716,3.2207551737
95.0,95.0,96.5843102735,95.3420097026,95.1168969675,93.6720570573,3.278454497
100.0,95.0,96.4754786987,94.9973639153,95.0323201581,93.4351501504,3.33749739908
95.0,95.0,96.451090621,94.9975339853,95.0317859406,93.5361082052,3.33307290649
95.0,95.0,96.4271056521,94.997693083,95.0312605531,93.6305528371,3.33307290649
95.0,100.0,96.4035171289,94.9978419164,95.0307438498,93.718904267,3.33307290649
95.0,100.0,96.3803184987,94.9979811476,95.030235687,93.8015556046,3.33307290649
95.0,100.0,96.2748586888,94.675530751,95.0297359236,93.8788745978,3.39014093447
100.0,95.0,96.1711420163,94.3738836058,95.0292444207,93.951205269,3.44576027734
100.0,100.0,96.0691396689,94.0916975667,95.0287610418,94.0188694451,3.49379410129
95.0,95.0,96.1341125669,94.4728783688,95.0282856527,94.0821681906,3.49379410129
100.0,100.0,96.1980115328,94.8294668612,95.0278181213,94.1413831461,3.5
95.0,100.0,96.2608543173,95.1630496443,95.0273583176,94.1967777818,3.5
100.0,100.0,96.2400137501,95.1525303124,95.026906114,94.2485985701,3.5
100.0,95.0,96.136873027,94.8201090019,94.9438167567,93.9744954365,3.54632047183
100.0,95.0,96.1180817373,94.8317148728,94.9447454054,94.0406570213,3.5392148376
100.0,95.0,96.0996010474,94.8425719778,94.8630140764,93.7799694715,3.53160335007
100.0,95.0,95.9987811954,94.5301479792,94.7826336784,93.5361004733,3.57363027373
100.0,95.0,95.8996277872,94.2378803676,94.7035818821,93.3079649589,3.61324723145
100.0,95.0,95.8021132783,93.964468731,94.625836727,93.0945478648,3.65053268563
100.0,95.0,95.7062105795,93.7086965548,94.5493766158,92.8948996155,3.68555739792
100.0,95.0,95.6118930492,93.4694258093,94.4741803081,92.7081318983,3.71838525289
100.0,95.0,95.5191344865,93.2455918862,94.4002269146,92.5334137113,3.74907395973
90.0,95.0,95.427909123,93.0361988613,94.3274958912,92.3699676655,3.77767565221
90.0,90.0,95.3381916169,92.8403150638,94.2559670335,92.2170665257,3.77767565221
100.0,95.0,95.2499570447,92.6570689306,94.2682650991,92.3966106209,3.77767565221
100.0,95.0,95.1631808952,92.4856451286,94.1977152627,92.2419905808,3.8042374035
100.0,100.0,95.0778390622,92.3252809268,94.1283315394,92.0973460272,3.82880166922
100.0,100.0,94.993907838,92.1752628025,94.0600946544,91.9620333803,3.85140666943
105.0,100.0,94.8287192787,91.7123426217,93.9103410238,91.5128699364,3.96140231904
105.0,100.0,94.7489057369,91.6018689041,93.8457072878,91.4152654244,3.90779136256
100.0,95.0,94.6704114272,91.4985225232,93.69949725,91.0013773325,3.84937765533
100.0,100.0,94.5932145441,91.4018436508,93.6383485352,90.9367723433,3.86198531271
100.0,95.0,94.5172936426,91.3114021249,93.5782105428,90.8763354179,3.87275920874
100.0,95.0,94.442627632,91.2267955362,93.5190665669,90.819797649,3.88171461256
100.0,95.0,94.3691957703,91.1476474371,93.4609001774,90.7669074781,3.88886408722
100.0,95.0,94.2143330303,90.7510250218,93.3210505877,90.3948489311,3.97562014729
100.0,95.0,94.062030005,90.3799911494,93.2661571895,90.3693748065,4.05667317173
95.0,95.0,93.9122443851,90.0328949462,93.1295264922,90.0229635287,4.13235875607
95.0,95.0,93.7649345605,89.7081920465,92.9951541535,89.6989013656,4.22952584682
100.0,95.0,93.6200596091,89.4044377209,92.8630028451,89.3957464388,4.32290411645
105.0,100.0,93.5602239131,89.4428610937,92.8156804841,89.4347305395,4.317277949
100.0,100.0,93.5013772368,89.4788055393,92.7691403108,89.4711995369,4.23260328351
100.0,95.0,93.4435032329,89.5124309884,92.7233693966,89.5053156958,4.22274759158
95.0,100.0,93.3865858241,89.5438870537,92.6783550264,89.5372308122,4.21122013198
95.0,95.0,93.3306091989,89.5733136954,92.6340846953,89.5670868889,4.22952584682
100.0,95.0,93.2755578072,89.600841844,92.5905461053,89.595016767,4.24734394128
100.0,100.0,93.2214163558,89.6265939831,92.5477271615,89.6211447175,4.23260328351
100.0,100.0,93.1681698045,89.6506846939,92.5056159687,89.6455869938,4.21616433108
100.0,95.0,93.1158033615,89.6732211653,92.4642008287,89.668452349,4.19800713302
90.0,90.0,93.0643024795,89.6943036707,92.4234702365,89.6898425201,4.17810928797
95.0,95.0,93.0136528517,89.7140260146,92.3834128772,89.7098526801,4.17810928797
95.0,95.0,92.9638404079,89.7324759491,92.3440176231,89.728571862,4.19242040937
100.0,100.0,92.9148513102,89.7497355653,92.3052735301,89.7460833548,4.2062701213
100.0,100.0,92.9493165778,90.088462303,92.2671698354,89.7624650738,4.16999866773
100.0,100.0,92.9832121716,90.4053357028,92.2296959538,89.7777899078,4.13298889694
100.0,100.0,92.9339028795,90.3791850123,92.1928414753,89.7921260428,4.10770786314
100.0,100.0,92.885408617,90.3547214631,92.1565961616,89.8055372658,4.08056879205
95.0,100.0,92.8377159126,90.3318362074,92.1209499441,89.8180832487,4.05153434584
95.0,95.0,92.8734561454,90.633008065,92.0858929202,89.8298198133,4.05153434584
95.0,100.0,92.8259610025,90.592168835,92.0514153513,89.8407991801,4.06201920232
95.0,95.0,92.7792509033,90.5539643941,92.0175076595,89.8510702008,4.07205073915
100.0,100.0,92.7333128719,90.5182247557,91.9841604255,89.8606785749,4.08163229875
90.0,90.0,92.6881341467,90.4847909005,91.9513643854,89.869667054,4.04831926716
95.0,95.0,92.6437021773,90.4535140682,91.9191104286,89.8780756311,4.04831926716
95.0,95.0,92.6826492488,90.7468357412,91.8873895951,89.8859417194,4.04831926716
100.0,95.0,92.720952567,91.0212334354,91.8561930728,89.8933003182,4.04831926716
100.0,100.0,92.6759781444,90.9553474073,91.8255121956,89.9001841686,4.01299970928
100.0,100.0,92.6317471007,90.8937120907,91.7953384403,89.9066238997,3.97562014729
100.0,100.0,92.6708917767,91.1586338913,91.7656634248,89.9126481642,3.92972115211
95.0,95.0,92.6267448052,91.0838833176,91.7364789053,89.9182837665,3.88886408722
95.0,95.0,92.6659721638,91.3365360068,91.7077767747,89.9235557816,3.88886408722
95.0,90.0,92.7045511363,91.5728885225,91.6795490594,89.9284876666,3.88886408722
95.0,90.0,92.7424924398,91.7939924888,91.6517879179,89.9331013656,3.88886408722
95.0,90.0,92.7798066144,92.0008316831,91.6244856383,89.9374174065,3.88886408722
95.0,90.0,92.8165040257,92.1943264132,91.597634636,89.9414549932,3.88886408722
95.0,95.0,92.8525948683,92.3753376123,91.5712274519,89.9452320904,3.88886408722
95.0,95.0,92.888089168,92.5446706696,91.5452567502,89.9487655039,3.88886408722
100.0,95.0,92.922996785,92.7030790135,91.5197153164,89.9520709553,3.88886408722
95.0,90.0,92.9573274167,92.8512674643,91.4945960549,89.9551631517,3.84057287393
95.0,95.0,92.9910905999,92.9898953698,91.4698919879,89.9580558516,3.84057287393
95.0,95.0,93.0242957139,93.1195795395,91.4455962526,89.9607619257,3.84057287393
95.0,95.0,93.1395966112,93.5634776337,91.5043467277,90.2858740595,3.88886408722
95.0,100.0,93.0877024523,93.3335758509,91.5621261207,90.590011217,3.89444048185
95.0,90.0,93.2019553044,93.7636677315,91.6189504823,90.8745266223,3.94207186078
95.0,95.0,93.3143196795,94.1660117488,91.6748355983,91.1406861951,3.98869931459
95.0,95.0,93.4248267922,94.5423980876,91.7297969934,91.3896741825,4.0343576523
95.0,95.0,93.5335073411,94.8945014368,91.7838499356,91.6225984288,4.07907941684
95.0,95.0,93.6403915173,95.2238884409,91.8370094408,91.8404953043,4.12289508585
95.0,95.0,93.828153641,95.8546053156,91.9719349046,92.3669149621,4.25714269069
100.0,95.0,93.9301676304,96.122050134,92.1046301954,92.8593720613,4.29793231941
100.0,95.0,94.0304954382,96.3722404479,92.2351321757,93.3200577348,4.29793231941
100.0,95.0,94.129164935,96.6062894513,92.3634770984,93.7510217519,4.29793231941
100.0,100.0,94.2262035312,96.8252385189,92.4897006174,94.1541816389,4.29793231941
100.0,100.0,94.3216381835,97.0300618403,92.6138377973,94.5313312106,4.29793231941
95.0,95.0,94.4154954036,97.2216707538,92.735923123,94.8841485518,4.29793231941
95.0,95.0,94.5078012647,97.400917802,92.8559905094,95.214203484,4.33793825836
95.0,95.0,94.5985814091,97.5686005244,92.9740733109,95.5229645495,4.37718199556
95.0,95.0,94.6878610553,97.7254650067,93.0902043305,95.8118055463,4.41568385291
95.0,95.0,94.7756650048,97.8722091998,93.2044158292,96.0820116401,4.45346307196
95.0,95.0,94.8620176493,98.0094860256,93.3167395345,96.3347850827,4.49053789156
95.0,95.0,94.9469429774,98.1379062821,93.4272066496,96.5712505612,4.52692561851
95.0,95.0,95.0304645811,98.2580413606,93.535847862,96.7924602024,4.56264269183
95.0,95.0,95.1126056624,98.370425789,93.6426933519,96.9993982539,4.59770474138
100.0,100.0,95.1933890399,98.475559609,93.7477728006,97.1929854633,4.63212664143
100.0,100.0,95.2728371549,98.573910602,93.851115399,97.3740831754,4.63212664143
100.0,100.0,95.350972078,98.6659163696,93.9527498552,97.543497164,4.63212664143
100.0,95.0,95.4278155147,98.7519862813,94.052704403,97.701981218,4.63212664143
100.0,95.0,95.4207441839,98.5099226502,94.0683621815,97.5276598491,4.59770474138
100.0,95.0,95.4137897346,98.2834760276,94.0837611537,97.3645850201,4.56264269183
100.0,95.0,95.4069502348,98.0716388645,94.0989055975,97.2120311478,4.52692561851
90.0,90.0,95.4002237847,97.8734686152,94.1137997198,97.0693194609,4.49053789156
95.0,90.0,95.3936085155,97.6880835433,94.1284476583,96.9358149795,4.48066835292
95.0,85.0,95.3871025896,97.5146587985,94.1428534822,96.8109236905,4.48066835292
95.0,90.0,95.3807041997,97.352422747,94.1570211932,96.694089904,4.48066835292
90.0,90.0,95.3744115683,97.2006535375,94.1709547272,96.5847937812,4.48066835292
90.0,90.0,95.3682229473,97.05867589,94.1846579548,96.4825490211,4.47038868556
95.0,95.0,95.2794919895,96.6032774454,94.1154900548,96.064320052,4.47038868556
95.0,95.0,95.1922276591,96.1772595457,94.0474654258,95.6730735971,4.48066835292
95.0,95.0,95.1064057143,95.7787266718,93.9805651708,95.3070688489,4.49053789156
90.0,90.0,95.0220023141,95.4059055962,93.9147707051,94.9646773102,4.5
90.0,90.0,95.0216386395,95.3797181384,93.9327083794,94.9669561934,4.49053789156
95.0,95.0,94.9386363479,95.0326395488,93.8677049352,94.6465074068,4.49053789156
95.0,95.0,94.8570059951,94.7079531263,93.8864205561,94.6693133805,4.5
95.0,95.0,94.6940802762,94.0816335698,93.8221821998,94.368067356,4.5635938567
95.0,95.0,94.6164921724,93.8183023717,93.7590056345,94.0862565588,4.57176570557
90.0,95.0,94.5401865167,93.5719602832,93.779517938,94.1452077486,4.57954388801
90.0,95.0,94.5477867395,93.6640918779,93.7170465672,93.8777749906,4.57176570557
90.0,95.0,94.5552613389,93.7502794986,93.738252409,93.9501766041,4.5635938567
100.0,95.0,94.479967763,93.5083259826,93.7591077411,94.0179071458,4.5635938567
100.0,95.0,94.4059187091,93.2819823708,93.6969737289,93.7586873299,4.53382350291
100.0,95.0,94.3330936065,93.0702415727,93.7185113532,93.8387720183,4.50231421975
95.0,95.0,94.2614722245,92.8721614712,93.6570483556,93.5911093074,4.46902922593
90.0,90.0,94.1910346671,92.6868607312,93.5966012753,93.359424836,4.47504655469
95.0,95.0,94.1217613668,92.5135148775,93.6197979485,93.465268395,4.47504655469
95.0,90.0,93.9709884517,92.0287719822,93.5599665774,93.2417026921,4.53210001606
90.0,90.0,93.9053522789,91.8978834672,93.5837687828,93.3551412281,4.53688586294
90.0,90.0,93.8408010016,91.7754393726,93.6071775632,93.4612611488,4.53688586294
90.0,90.0,93.7773166875,91.6608948969,93.5475547936,93.2379539779,4.53688586294
90.0,90.0,93.797526329,91.8763210326,93.4889175243,93.0290537213,4.53210001606
90.0,90.0,93.900046555,92.4004293531,93.5138940941,93.1562115457,4.56720647661
90.0,90.0,93.9182276037,92.5681435884,93.5384578281,93.2751656396,4.5613107278
90.0,90.0,93.8534635111,92.4024569052,93.5626155499,93.3864452757,4.5613107278
90.0,90.0,93.7897698993,92.2474596856,93.5037293425,93.1679649353,4.5613107278
90.0,95.0,93.7271290745,92.1024622865,93.5284610889,93.286160746,4.5613107278
90.0,90.0,93.7481682634,92.2894002035,93.5527840461,93.3967310204,4.55502622263
90.0,90.0,93.6862150689,92.1416969646,93.4940603429,93.1775870836,4.55502622263
90.0,90.0,93.6252858942,92.0035229668,93.4363072794,92.9725814653,4.55502622263
85.0,85.0,93.6480084414,92.1968440658,93.46215344,93.1033826611,4.54835134967
90.0,90.0,93.5877107813,92.0551121905,93.3222831352,92.5805837797,4.49517488227
90.0,85.0,93.5284097766,91.9225243073,93.1847247363,92.0915138585,4.49517488227
90.0,90.0,93.552733582,92.1210711262,93.132084658,91.9565774805,4.48763733928
90.0,90.0,93.5766553409,92.3068084729,93.0803146637,91.8303466753,4.4796995807
90.0,90.0,93.5175370708,92.1579821198,93.0294003717,91.712259793,4.4796995807
90.0,90.0,93.4593959622,92.0187574669,92.8966830102,91.2792107741,4.4796995807
85.0,85.0,93.4848604918,92.2110956948,92.8488039522,91.1966810468,4.4713594751
85.0,90.0,93.4272594919,92.0684443597,92.8843609116,91.4420564631,4.41568385291
85.0,85.0,93.4532552028,92.2575769816,92.8366855247,91.3490205623,4.34912986189
85.0,85.0,93.3961766044,92.1119268538,92.7897981606,91.2619869776,4.29065522062
85.0,85.0,93.3400414539,91.9756735084,92.7436857943,91.1805684629,4.2309622625
90.0,90.0,93.2848341571,91.8482107014,92.6983356159,91.1044027556,4.16999866773
90.0,90.0,93.2305393777,91.7289713013,92.6537350272,91.0331509649,4.16999866773
90.0,90.0,93.1771420326,91.6174247657,92.6098716383,90.966496064,4.16999866773
90.0,90.0,93.1246272883,91.5130747808,92.5667332642,90.9041414792,4.16999866773
90.0,90.0,93.0729805562,91.4154570531,92.5243079209,90.8458097709,4.16999866773
90.0,90.0,93.0221874892,91.3241372432,92.4825838231,90.7912413986,4.16999866773
90.0,90.0,92.972233977,91.2387090339,92.4415493797,90.7401935664,4.16999866773
90.0,90.0,92.9231061426,91.1587923221,92.4011931916,90.6924391428,4.16999866773
90.0,90.0,92.8747903386,91.0840315271,92.2788594199,90.3251850045,4.16999866773
90.0,90.0,92.909917771,91.3366746544,92.3238369501,90.626785972,4.1581162268
90.0,90.0,92.9444645847,91.5730182251,92.285426422,90.5863481673,4.14578098794
90.0,90.0,92.8957957486,91.4715331783,92.2476507787,90.5485192533,4.14578098794
90.0,90.0,92.8479313561,91.3765955539,92.127854898,90.1905502692,4.14578098794
95.0,90.0,92.8008581105,91.2877829375,92.0100391146,89.8556760583,4.14578098794
95.0,90.0,92.7545629352,91.2047001673,91.9768153276,89.8649872803,4.1581162268
90.0,90.0,92.7916775974,91.4495582211,91.9441406941,89.8736977784,4.1581162268
90.0,90.0,92.745534166,91.3560383358,91.9120061371,89.8818463088,4.1581162268
90.0,90.0,92.7827980641,91.5911326367,91.8804027299,89.8894691276,4.14578098794
95.0,90.0,92.6541567738,91.1658982731,91.766677065,89.5740195065,4.20792077186
90.0,90.0,92.5276417858,90.7680983845,91.6548311631,89.2789214738,4.27991919706
90.0,90.0,92.4858625827,90.71854365,91.6274785818,89.325442669,4.27991919706
90.0,90.0,92.3621293169,90.34960535,91.5179334813,89.0463818517,4.33893868231
90.0,90.0,92.3230858571,90.3270501661,91.4928436717,89.1079056032,4.33893868231
90.0,90.0,92.3673323719,90.6285308006,91.5508131978,89.4880407256,4.3283224233
95.0,90.0,92.3282029112,90.5879804264,91.5251799218,89.5210703562,4.3283224233
95.0,90.0,92.2897202184,90.5500462053,91.4999703363,89.5519690429,4.33893868231
90.0,90.0,92.2518736032,90.5145593533,91.4751774382,89.5808742659,4.34912986189
90.0,90.0,92.214652552,90.4813619757,91.45079434,89.6079146358,4.34912986189
95.0,90.0,92.1780467247,90.4503063644,91.4268142683,89.6332104658,4.34912986189
90.0,90.0,92.1420459523,90.4212543409,91.4032305614,89.6568743067,4.35889894354
95.0,90.0,92.1892848622,90.7166572866,91.4626812959,90.0015920934,4.34912986189
95.0,90.0,92.2357429637,90.9930019778,91.5211493737,90.3240700228,4.34912986189
95.0,90.0,92.2814331626,91.2515179792,91.5786510369,90.6257429246,4.34912986189
95.0,90.0,92.3263681517,91.493355529,91.6352022594,90.9079530585,4.34912986189
95.0,90.0,92.3705604136,91.7195906561,91.690818751,91.171956087,4.34912986189
95.0,90.0,92.414022225,91.9312299686,91.7455159618,91.418926662,4.34912986189
95.0,90.0,92.4567656593,92.1292151319,91.7993090864,91.6499636515,4.34912986189
95.0,90.0,92.4988025905,92.3144270589,91.8522130684,91.8660950289,4.34912986189
95.0,90.0,92.5401446965,92.4876898293,91.9042426045,92.0682824464,4.34912986189
95.0,90.0,92.5808034618,92.6497743565,91.9554121482,92.2574255143,4.34912986189
95.0,90.0,92.5381455533,92.4788211722,91.9230912862,92.1117851586,4.35889894354
100.0,95.0,92.5788373624,92.6414778707,91.8913046534,91.9755409548,4.35889894354
90.0,95.0,92.6188565795,92.7936405888,91.8600434195,91.8480866996,4.32029287845
100.0,95.0,92.658214322,92.9359863572,91.8292989001,91.7288552997,4.31083905213
100.0,95.0,92.6969215233,93.0691485277,91.7990625547,91.6173162481,4.27179867139
100.0,95.0,92.7349889361,93.1937195904,91.7693259835,91.5129732643,4.2319879752
100.0,95.0,92.7724271356,93.3102538104,91.7400809259,91.415362086,4.19138501373
100.0,95.0,92.8092465217,93.4192696936,91.7113192577,91.324048403,4.14996653266
105.0,100.0,92.845457323,93.521252294,91.683032989,91.2386259254,4.10770786314
100.0,100.0,92.8810695987,93.6166553718,91.6552142619,91.1587145754,3.96840823113
100.0,100.0,92.9160932417,93.7059034124,91.6278553485,91.0839587963,3.92286743198
100.0,100.0,92.9505379815,93.7893935148,91.6009486485,91.0140259708,3.876343853
100.0,100.0,92.9844133868,93.867497159,91.4918420593,90.6260242952,3.82880166922
100.0,100.0,93.017728868,93.9405618584,91.3845388848,90.2630549859,3.78020244902
100.0,100.0,92.967849052,93.6863320611,91.2790093164,89.9235030513,3.73585294441
100.0,100.0,92.8361490676,93.125923541,91.0925794104,89.283277048,3.74907395973
100.0,100.0,92.7892705707,92.9242510545,91.0745202466,89.3295172384,3.69966214674
